UNITID,EN2010,EN2011
211158,9757,94
211158,1462,1439
211200,626,1439
211200,626,191
211273,1858,191
211273,1392,8544
211273,466,6934
211291,3849,1610
211291,3672,475
211291,177,475
211307,16809,168
211307,16809,168
211316,104,224
211316,104,224
211334,103,163
211334,103,123
211343,6313,40
211343,6313,153
211352,4575,153
211352,1699,18860
211352,2876,18860
211361,12740,2689
211361,9871,2301
211361,2869,388
211370,142,2477
211370,142,2477
211398,303,287
211398,303,287
211431,3203,523
211431,2067,523
211431,1136,28374
211440,11720,16209
211440,6225,12165
211440,5495,340
211468,2250,340
211468,2002,1355
211468,248,1355
211477,1694,11746
211477,1694,6208
211556,2727,5538
211556,1341,8726
211556,1386,7113
211583,2846,1613
211583,1776,5319
211583,1070,3291
211608,1808,2028
211608,1660,9901
211608,148,7392
211617,1783,2509
211617,1783,2606
211635,202,2543
211635,202,63
211644,8689,61
211644,7132,61
211644,1557,95
211750,465,95
211750,465,317
211802,194,317
211802,194,277
211820,243,277
211820,243,107
211893,159,107
211893,127,126
211893,32,126
211909,155,91
211909,155,91
211927,18493,326
211927,18493,326
211954,178,286
211954,178,286
211981,2708,326
211981,2341,326
211981,367,164
212009,2447,164
212009,2447,336
212018,350,336
212018,350,262
212045,487,262
212045,487,549
212054,26319,549
212054,15083,490
212054,11236,490
212072,334,172
212072,334,172
212090,1617,227
212090,1617,227
212106,11879,2548
212106,6255,2548
212106,5624,4996
212115,9077,3164
212115,7118,1832
212115,1959,2529
212133,5095,2139
212133,3095,390
212133,2000,2678
212160,9647,2678
212160,7238,220
212160,2409,220
212197,2572,262
212197,2493,262
212197,79,411
212212,48,411
212212,48,2645
212230,96,161
212230,96,2484
212267,339,2531
212267,339,2531
212276,266,3235
212276,266,2598
212285,122,637
212285,122,1760
212294,126,1760
212294,126,32758
212300,99,32758
212300,99,1253
212328,341,1253
212328,341,496
212337,287,496
212337,287,3829
212355,374,2332
212355,374,1497
212373,180,151
212373,180,151
212382,353,1471
212382,353,1471
212391,255,5941
212391,255,3856
212425,624,2085
212425,624,17018
212434,521,14051
212434,521,2967
212443,174,733
212443,174,733
212568,264,79
212568,264,79
212577,2409,880
212577,2409,880
212601,4986,266
212601,3183,266
212601,1803,473
212656,2499,473
212656,2111,1662
212656,388,1662
212674,2716,2129
212674,2716,2068
212683,238,61
212683,238,590
212708,209,590
212708,209,3263
212753,423,2593
212753,423,670
212771,1023,49
212771,68,49
212771,955,11851
212805,2560,10449
212805,2560,1402
212832,3189,1646
212832,2519,1500
212832,670,146
212869,1408,7972
212869,1408,4978
212878,32167,2994
212878,32167,2248
212911,1254,2248
212911,1254,2474
212975,475,2474
212975,475,1332
212984,3695,1064
212984,2558,268
212984,1137,155
212993,139,155
212993,139,338
213002,1678,338
213002,1678,883
213011,5956,883
213011,3734,104
213011,2222,104
213020,16689,2338
213020,13556,1858
213020,3133,480
213057,888,11677
213057,888,11677
213163,73,1574
213163,73,1574
213181,927,7533
213181,927,4868
213215,138,2665
213215,138,96
213233,427,96
213233,427,1379
213251,1595,1379
213251,1595,944
213303,2233,944
213303,2163,2512
213303,70,1897
213312,729,615
213312,729,6275
213321,3227,5757
213321,2554,518
213321,673,279
213330,41,279
213330,41,190
213349,11907,190
213349,10435,316
213349,1472,316
213358,1582,10350
213358,1430,10350
213358,152,1350
213367,7754,1350
213367,4951,137
213367,2803,137
213376,2166,1254
213376,2166,1254
213385,2468,3977
213385,2468,3318
213400,1208,659
213400,934,4048
213400,274,2525
213446,156,1523
213446,156,441
213455,238,441
213455,238,130
213473,760,130
213473,760,4987
213491,117,4387
213491,117,600
213507,2336,3034
213507,1857,2876
213507,479,158
213525,12153,197
213525,12153,197
213534,1484,10966
213534,1484,8720
213543,7517,2246
213543,4805,3415
213543,2712,2732
213552,103,683
213552,103,16301
213570,1490,16301
213570,1490,608
213589,1103,526
213589,1103,82
213598,2786,2294
213598,2104,1961
213598,682,333
213613,6200,2590
213613,5706,2536
213613,494,54
213622,297,2698
213622,297,2698
213631,196,1520
213631,196,1520
213640,337,3689
213640,337,2809
213659,10415,880
213659,10415,1327
213668,1418,1327
213668,1418,133
213686,141,133
213686,141,16729
213774,1052,16729
213774,1052,105
213783,4169,105
213783,3449,1077
213783,720,1077
213826,3956,79
213826,2392,79
213826,1564,1112
213914,433,1112
213914,433,1704
213932,135,1704
213932,135,4618
213987,4968,4465
213987,4356,153
213987,612,1247
213996,2917,1247
213996,2840,829
213996,77,829
214023,259,1068
214023,259,1063
214041,11071,5
214041,8556,853
214041,2515,853
214069,3229,950
214069,2674,821
214069,555,129
214111,16830,1673
214111,16830,1668
214148,604,5
214148,547,1048
214148,57,1006
214157,2318,42
214157,1974,4415
214157,344,4381
214166,2420,34
214166,2389,1119
214166,31,1114
214175,2738,5
214175,2738,3193
214254,1950,3014
214254,1950,179
214272,3602,5109
214272,2794,3434
214272,808,1675
214290,1325,1860
214290,1325,1860
214315,128,1107
214315,128,1104
214379,16314,3
214379,16314,1239
214476,87,1239
214476,87,1385
214528,1222,1385
214528,1222,49025
214546,116,41358
214546,116,7667
214564,1370,857
214564,1370,857
214582,1921,1383
214582,1921,1383
214591,4721,4219
214591,4573,4119
214591,148,100
214607,1432,1163
214607,1432,1160
214616,855,3
214616,855,1981
214625,1026,1663
214625,1017,318
214625,9,362
214634,1018,362
214634,1018,2722
214643,888,2722
214643,754,587
214643,134,587
214652,1695,1035
214652,1690,1035
214652,5,89
214670,988,89
214670,957,367
214670,31,260
214689,4462,107
214689,4415,99
214689,47,99
214698,1088,20
214698,1077,20
214698,11,287
214704,3135,287
214704,2961,284
214704,174,284
214713,5003,28453
214713,3203,13470
214713,1800,14983
214731,1833,4072
214731,1832,3250
214731,1,822
214740,1151,2533
214740,1147,2242
214740,4,291
214759,1285,1476
214759,1285,1064
214768,1321,412
214768,1321,2489
214777,49160,2489
214777,41422,3029
214777,7738,1519
214786,855,1510
214786,855,29043
214795,1379,29043
214795,1369,1821
214795,10,1821
214801,4167,2008
214801,4074,2008
214801,93,3149
214810,1117,3149
214810,1113,33082
214810,4,20301
214829,1933,12781
214829,1688,566
214829,245,566
214838,376,63
214838,376,63
214883,2635,631
214883,2635,631
214892,628,312
214892,628,312
214944,1122,3226
214944,1122,3226
214962,84,336
214962,84,336
214971,345,812
214971,256,812
214971,89,4828
215008,87,3979
215008,87,849
215026,14,63
215026,14,63
215044,305,51
215044,305,51
215053,319,7773
215053,319,7773
215062,27749,704
215062,13139,704
215062,14610,61
215099,3853,61
215099,3064,111
215099,789,111
215105,2519,515
215105,2264,515
215105,255,1222
215114,1547,1222
215114,1101,5823
215114,446,4360
215123,2364,1463
215123,2364,583
215132,3115,583
215132,1568,1118
215132,1547,598
215239,28783,520
215239,28783,2725
215266,1969,1915
215266,1969,810
215275,1952,10788
215275,1952,5796
215284,3195,4992
215284,3195,2041
215293,34361,1754
215293,22527,287
215293,11834,75
215309,606,75
215309,606,238
215336,89,238
215336,89,6858
215381,754,4311
215381,754,2547
215390,251,3126
215390,251,2546
215415,3258,580
215415,3258,95
215424,350,95
215424,350,451
215433,848,451
215433,848,43
215442,4647,43
215442,3909,504
215442,738,504
215479,64,9379
215479,64,7671
215530,49,1708
215530,49,10309
215585,7706,9095
215585,7706,1214
215594,514,270
215594,514,141
215619,61,129
215619,61,108
215628,134,108
215628,134,975
215637,512,975
215637,512,244
215646,1272,244
215646,1272,63
215655,5497,63
215655,4064,2456
215655,1433,2456
215682,506,1563
215682,506,1563
215691,1201,967
215691,653,967
215691,548,116
215743,2809,116
215743,1805,42688
215743,1004,31273
215770,10401,11415
215770,5750,1151
215770,4651,1151
215798,2164,3901
215798,1863,1167
215798,301,2734
215813,82,2823
215813,82,2823
215886,325,281
215886,325,281
215929,6954,520
215929,4395,520
215929,2559,429
215947,2880,429
215947,2321,516
215947,559,516
215965,100,183
215965,100,183
215974,550,1809
215974,550,1809
215983,63,1376
215983,63,1321
215992,453,55
215992,453,341
216010,9555,341
216010,7537,157
216010,2018,157
216038,10104,12136
216038,8984,7862
216038,1120,4274
216047,281,191
216047,149,191
216047,132,38
216074,101,38
216074,101,1512
216083,886,1512
216083,886,2972
216162,197,1905
216162,197,1067
216223,48,132
216223,48,132
216278,2367,17551
216278,2367,14030
216287,1546,3521
216287,1546,110
216296,975,110
216296,975,1643
216311,120,1643
216311,120,1690
216339,41483,1583
216339,30284,107
216339,11199,661
216348,19,661
216348,19,11583
216357,1053,11583
216357,1053,5532
216366,3787,3562
216366,1209,1970
216366,2578,9314
216418,2889,2445
216418,2889,6869
216427,312,176
216427,312,176
216436,500,977
216436,500,916
216445,435,61
216445,435,75
216454,520,75
216454,520,6233
216463,238,5895
216463,238,338
216524,1759,3259
216524,1759,3259
216542,1438,400
216542,1396,400
216542,42,312
216551,316,312
216551,316,9276
216579,129,6850
216579,129,2426
216597,11853,3816
216597,8011,3413
216597,3842,403
216630,309,12399
216630,309,10660
216649,25,1739
216649,25,1007
216667,1556,1007
216667,1556,4517
216694,3036,4476
216694,1927,41
216694,1109,344
216746,152,344
216746,152,87
216764,17517,87
216764,13768,5745
216764,3749,4756
216773,130,989
216773,130,10939
216782,1538,8952
216782,1538,1987
216807,1583,24411
216807,1476,24411
216807,107,19185
216816,728,15249
216816,728,3936
216825,11396,2486
216825,11396,2040
216852,5527,446
216852,3610,5086
216852,1917,4661
216931,9921,425
216931,2449,2860
216931,7472,2054
216986,189,806
216986,189,1402
217013,1048,1402
217013,1001,125
217013,47,125
217040,78,239
217040,78,239
217059,6083,342
217059,5741,342
217059,342,4330
217077,2981,4330
217077,2981,905
217086,407,905
217086,407,2746
217095,348,2493
217095,348,253
217156,9138,4688
217156,6741,3762
217156,2397,926
217165,3941,3946
217165,3529,3946
217165,412,3508
217235,12284,3508
217235,10547,4385
217235,1737,3477
217244,308,908
217244,308,2701
217305,4668,1778
217305,4643,923
217305,25,233
217323,866,233
217323,866,14545
217350,96,11011
217350,96,3534
217402,5800,98
217402,4726,98
217402,1074,1708
217420,11155,1708
217420,9035,3909
217420,2120,2682
217475,24627,1227
217475,24627,2077
217484,19486,1980
217484,15475,97
217484,4011,22338
217493,2643,16906
217493,2209,5432
217493,434,174
217518,4978,174
217518,4610,1299
217518,368,1299
217536,2922,1520
217536,2035,701
217536,887,819
217545,1591,1608
217545,1591,1315
217572,107,293
217572,107,3944
217581,269,754
217581,269,3190
217606,315,1405
217606,315,1405
217615,4550,949
217615,4550,630
217624,911,319
217624,911,7997
217633,2443,7997
217633,2250,121
217633,193,121
217688,4554,4711
217688,3561,4178
217688,993,533
217712,3805,3177
217712,3805,2863
217721,3344,314
217721,3344,282
217749,4483,247
217749,3630,35
217749,853,20293
217776,3113,20293
217776,1931,10305
217776,1182,10305
217794,216,109
217794,216,109
217819,14856,239
217819,11135,239
217819,3721,3671
217828,106,3402
217828,106,269
217837,1586,3881
217837,1586,3881
217864,4113,166
217864,2760,166
217864,1353,3001
217873,2109,292
217873,2011,2709
217873,98,17355
217882,21698,17355
217882,16634,1229
217882,5064,1229
217891,157,1199
217891,157,1199
217907,1267,2620
217907,1267,2351
217925,1488,269
217925,694,4348
217925,794,4348
217934,1707,8156
217934,1322,8156
217934,385,1321
217961,3434,1243
217961,776,78
217961,2658,3715
217989,1837,3577
217989,1837,138
217998,1013,2161
217998,628,2161
217998,385,33503
218025,7447,23379
218025,7447,10124
218043,158,2006
218043,158,2006
218061,4770,1507
218061,4109,1507
218061,661,1493
218070,3368,1493
218070,2889,784
218070,479,784
218089,192,10148
218089,163,9009
218089,29,1139
218113,21200,5068
218113,21200,4353
218140,10151,715
218140,10151,6689
218159,132,6384
218159,132,305
218195,265,274
218195,265,274
218229,3535,858
218229,3301,858
218229,234,8259
218238,3922,8259
218238,3922,6005
218265,161,6005
218265,161,72
218335,2957,72
218335,330,9252
218335,2627,9252
218353,17440,22883
218353,17440,22883
218399,1115,854
218399,1115,854
218414,1127,1067
218414,1127,1067
218441,2514,7221
218441,2330,5479
218441,184,1742
218487,4350,1551
218487,4350,1551
218520,8143,8643
218520,8143,8643
218539,1257,1941
218539,1257,1895
218645,3714,46
218645,3543,204
218645,171,204
218654,2059,6830
218654,2059,5403
218663,31275,1427
218663,21838,649
218663,9437,649
218672,2023,4913
218672,2023,4355
218681,1255,558
218681,1255,953
218690,1459,855
218690,1459,98
218706,644,173
218706,644,173
218724,9949,1638
218724,8675,1638
218724,1274,17
218733,5312,17
218733,4524,1237
218733,788,1237
218742,6272,1513
218742,5971,1380
218742,301,133
218751,239,3542
218751,239,2911
218821,862,631
218821,862,1315
218830,8293,1315
218830,8293,174
218858,6055,174
218858,6055,3893
218867,64,3092
218867,64,801
218885,9213,2602
218885,9213,2349
218894,21617,253
218894,21617,810
218919,784,810
218919,784,17
218955,1160,17
218955,1160,2721
218964,7345,2339
218964,5641,382
218964,1704,15051
218973,1474,12997
218973,1474,2054
218991,8858,1634
218991,8858,1467
219000,1933,167
219000,1894,2109
219000,39,1526
219037,201,583
219037,201,28
219046,5917,28
219046,4986,371
219046,931,371
219055,556,3069
219055,556,3069
219082,4609,227
219082,4068,227
219082,541,12973
219091,892,9127
219091,843,3846
219091,49,1563
219125,158,1563
219125,158,91
219143,1503,85
219143,1503,6
219170,19,863
219170,19,863
219189,1116,115
219189,1116,115
219198,1519,472
219198,1386,472
219198,133,12534
219204,3311,11343
219204,2771,1191
219204,540,1152
219213,1024,1152
219213,1024,6543
219240,147,5076
219240,147,1467
219259,3137,5836
219259,2491,4162
219259,646,1674
219277,2752,1948
219277,2433,1780
219277,319,168
219295,779,2303
219295,779,1927
219338,17,376
219338,17,13549
219347,2565,13549
219347,2217,2194
219347,348,1512
219356,14629,682
219356,12670,267
219356,1959,267
219374,1629,4944
219374,1430,4944
219374,199,7537
219383,2017,7537
219383,1459,1133
219383,558,1133
219392,26,403
219392,26,403
219408,352,1598
219408,352,1256
219426,3134,342
219426,3134,4546
219453,229,3090
219453,229,1456
219471,12423,1059
219471,8917,1059
219471,3506,1027
219480,1721,1027
219480,1721,4753
219505,119,4753
219505,119,17091
219578,1089,13752
219578,1059,3339
219578,30,736
219587,103,736
219587,103,917
219596,611,917
219596,611,155
219602,12161,155
219602,10949,132
219602,1212,132
219639,1174,629
219639,1174,559
219709,6135,70
219709,4869,315
219709,1266,315
219718,4140,2290
219718,3230,1593
219718,910,697
219790,1605,593
219790,1497,593
219790,108,875
219806,2420,875
219806,2068,184
219806,352,184
219824,12625,1012
219824,12625,1012
219833,2411,372
219833,1619,372
219833,792,7412
219842,287,7412
219842,287,150
219879,4824,150
219879,4824,889
219888,7439,727
219888,7439,162
219903,1276,499
219903,1276,499
219921,383,2345
219921,383,2013
219949,1614,332
219949,1235,1551
219949,379,1339
219976,3932,212
219976,2720,84
219976,1212,84
219994,1305,2371
219994,1305,2371
220002,974,1340
220002,974,1340
220057,4411,4913
220057,4411,4359
220075,16651,554
220075,13299,5618
220075,3352,1989
220118,437,3629
220118,437,834
220127,1005,834
220127,1005,1244
220136,166,1244
220136,166,1117
220163,138,1117
220163,138,379
220181,677,379
220181,603,693
220181,74,693
220206,333,801
220206,333,801
220215,2197,486
220215,1538,399
220215,659,87
220251,654,1448
220251,654,1448
220279,806,26312
220279,806,20299
220312,145,6013
220312,145,323
220321,1161,323
220321,1161,1019
220394,360,940
220394,360,79
220400,7231,31269
220400,7231,27196
220464,170,4073
220464,170,211
220473,869,211
220473,717,1269
220473,152,959
220491,552,310
220491,552,1365
220516,2135,1365
220516,1774,6878
220516,361,6878
220552,1590,613
220552,1367,613
220552,223,3582
220570,71,3582
220570,71,368
220589,741,368
220589,741,14305
220598,2217,14305
220598,2217,425
220604,1127,425
220604,1127,207
220613,4797,207
220613,4292,551
220613,505,551
220631,4497,263
220631,1783,263
220631,2714,702
220640,1041,702
220640,1041,1816
220701,1133,1798
220701,1133,18
220710,1133,250
220710,1133,250
220756,462,8900
220756,462,8900
220765,347,458
220765,347,458
220792,792,19989
220792,792,19989
220808,485,821
220808,387,821
220808,98,1761
220853,1268,1546
220853,1268,215
220862,25416,761
220862,19399,761
220862,6017,811
220871,351,811
220871,351,371
220941,893,371
220941,820,749
220941,73,749
220978,30019,1369
220978,25981,1369
220978,4038,277
220996,286,277
220996,286,15585
221014,1244,15585
221014,962,3512
221014,282,2925
221050,1340,587
221050,1340,487
221096,6805,487
221096,6805,1206
221102,546,1206
221102,546,12015
221148,4078,10106
221148,4078,1909
221157,386,32981
221157,386,23168
221184,13471,9813
221184,13471,9865
221236,595,9118
221236,595,747
221254,187,237
221254,187,237
221281,640,431
221281,640,431
221290,292,10416
221290,292,7816
221333,857,2600
221333,857,12981
221351,1789,10352
221351,1779,2629
221351,10,1325
221388,387,1003
221388,387,322
221397,8343,3106
221397,8343,1631
221430,476,1475
221430,476,8785
221485,19780,8785
221485,19780,2512
221494,885,2241
221494,885,271
221519,1774,5195
221519,1569,3485
221519,205,1710
221582,691,109
221582,691,109
221591,1131,13500
221591,1131,7000
221607,430,6500
221607,430,160
221616,652,160
221616,652,12351
221625,1675,12351
221625,1675,9093
221634,388,9093
221634,388,649
221643,14989,649
221643,14989,178
221661,3079,178
221661,2735,5120
221661,344,3963
221670,487,1157
221670,487,8787
221731,1226,8787
221731,1226,15823
221740,11935,15823
221740,10031,2392
221740,1904,544
221759,33086,1848
221759,23334,344
221759,9752,344
221768,9601,437
221768,8845,437
221768,756,410
221795,209,410
221795,209,252
221829,437,252
221829,437,1916
221838,10409,1916
221838,7840,8020
221838,2569,8020
221847,12347,7996
221847,9776,6781
221847,2571,1215
221856,1133,266
221856,835,245
221856,298,21
221892,3298,325
221892,1667,325
221892,1631,3379
221908,8199,3379
221908,8199,1338
221953,2593,1317
221953,2338,21
221953,255,77953
221971,4998,77953
221971,3301,183
221971,1697,183
221980,104,128
221980,104,128
221999,13235,556
221999,6864,556
221999,6371,134
222026,77,58
222026,77,76
222053,11994,2115
222053,11994,251
222062,9077,1864
222062,9077,1489
222099,750,1489
222099,750,16083
222105,188,13217
222105,188,2866
222178,5533,6203
222178,4284,6203
222178,1249,25552
222567,8187,25552
222567,8187,2110
222576,15430,2110
222576,15430,414
222628,2499,414
222628,641,6528
222628,1858,6528
222673,324,24479
222673,324,24479
222682,359,393
222682,359,393
222691,250,33
222691,250,33
222707,343,11673
222707,343,11673
222761,2668,48781
222761,2668,48781
222822,7720,53
222822,7720,53
222831,7452,6591
222831,6462,6591
222831,990,2061
222877,190,2061
222877,186,3240
222877,4,1536
222886,360,1704
222886,360,89
222938,3238,89
222938,3238,14381
222983,1388,14381
222983,1355,11785
222983,33,9366
222992,70326,2419
222992,70326,460
223001,219,460
223001,219,1130
223056,131,1130
223056,131,6931
223083,626,4505
223083,626,2426
223117,155,403
223117,81,387
223117,74,16
223214,1976,216
223214,159,216
223214,1817,2490
223223,1431,2490
223223,1431,3270
223232,15845,1403
223232,12977,1867
223232,2868,17098
223320,6487,17098
223320,6487,7434
223427,25070,7434
223427,25070,3124
223463,2409,3124
223463,2409,1273
223472,332,1273
223472,332,2510
223506,5887,1575
223506,5887,935
223524,23522,13264
223524,23522,7222
223658,462,6042
223658,462,23435
223667,53,23435
223667,53,19312
223773,11069,19312
223773,11069,41768
223816,47749,41768
223816,47749,894
223852,61,894
223852,61,1470
223898,6391,1470
223898,6391,141
223922,1754,141
223922,1754,117
224004,2756,117
224004,1363,2892
224004,1393,2892
224013,99,276
224013,99,276
224110,13699,1598
224110,13699,1598
224147,11294,170
224147,8912,170
224147,2382,3594
224156,499,3594
224156,499,7282
224183,1473,7282
224183,1473,1265
224226,6921,1265
224226,4523,2643
224226,2398,2114
224244,384,529
224244,370,11851
224244,14,11851
224271,195,6371
224271,195,6371
224305,2312,2954
224305,2312,2462
224323,3500,492
224323,1384,10338
224323,2116,6082
224350,16182,4256
224350,16182,92869
224402,9177,92869
224402,7689,16341
224402,1488,16154
224439,3124,187
224439,3124,5286
224527,1244,2918
224527,1244,2368
224545,2339,45001
224545,1396,35757
224545,943,9244
224554,12593,6199
224554,6581,6199
224554,6012,1431
224572,21934,1404
224572,21934,27
224615,17610,1059
224615,17610,988
224642,38806,71
224642,38806,9153
224660,926,6884
224660,926,2269
224679,1446,464
224679,1446,464
224712,127,358
224712,127,358
224758,123,1489
224758,123,1489
224776,3073,1146
224776,3073,1146
224828,271,562
224828,271,562
224891,1612,570
224891,1612,570
224907,169,313
224907,169,313
224961,3258,9091
224961,3258,9091
225070,6824,18537
225070,6824,11472
225201,949,7065
225201,949,3543
225247,2682,3543
225247,2138,3770
225247,544,3770
225308,11366,224
225308,11366,224
225371,6427,13824
225371,6427,13824
225399,3074,8287
225399,2558,6951
225399,516,1336
225414,9806,9943
225414,5655,9943
225414,4151,4458
225423,89207,3901
225423,89207,557
225432,15841,3326
225432,15654,3326
225432,187,1260
225502,4987,1260
225502,2494,84
225502,2493,84
225511,43154,2592
225511,34223,2019
225511,8931,573
225520,5759,6235
225520,5759,6235
225548,1379,3302
225548,1355,2888
225548,24,414
225575,996,14610
225575,938,14610
225575,58,1812
225627,8495,1812
225627,6451,380
225627,2044,380
225779,311,162
225779,311,162
225788,529,11695
225788,529,11695
225849,1621,7608
225849,1621,6705
225858,1213,903
225858,1213,106
225876,485,106
225876,485,395
225885,770,395
225885,770,591
225991,171,591
225991,171,15107
226019,8805,15107
226019,8805,1705
226091,18375,1705
226091,10857,110
226091,7518,110
226107,3145,15272
226107,3145,15272
226116,3165,101
226116,3165,101
226125,201,86966
226125,201,86966
226134,13437,20817
226134,13437,20817
226152,7853,44140
226152,6442,33914
226152,1411,10226
226204,9874,4418
226204,9874,4418
226231,4651,912
226231,4175,829
226231,476,83
226277,3333,191
226277,3333,191
226329,1172,739
226329,1172,739
226374,83,7551
226374,83,7551
226383,2443,488
226383,1905,488
226383,538,530
226408,5989,530
226408,5989,2963
226471,3138,1702
226471,2808,1261
226471,330,23023
226578,13463,19011
226578,13463,4012
226587,1846,18970
226587,1846,17743
226675,356,1227
226675,356,3265
226772,132,3265
226772,132,8505
226806,10755,8505
226806,10755,272
226833,7518,272
226833,6573,9946
226833,945,7647
226860,81,2299
226860,81,2309
226879,352,2309
226879,352,308
226903,468,308
226903,468,6503
226930,14806,3768
226930,14806,2735
227003,2346,34627
227003,2346,34627
227058,103,1460
227058,103,1460
227146,13766,6109
227146,13766,4909
227155,83,1200
227155,83,14847
227182,80015,14847
227182,80015,4430
227191,20225,1800
227191,20225,2630
227216,42090,19710
227216,32140,16226
227216,9950,3484
227225,4153,36718
227225,4153,36718
227243,1086,41792
227243,1042,41792
227243,44,1263
227289,233,1205
227289,233,58
227298,768,90
227298,768,90
227304,7373,4475
227304,7373,2574
227313,609,1901
227313,609,14094
227322,600,14094
227322,600,69
227331,2895,69
227331,1691,1399
227331,1204,1399
227368,22641,1581
227368,19614,1581
227368,3027,2440
227377,21368,2440
227377,20087,12513
227377,1281,6842
227386,3127,5671
227386,3127,523
227401,7798,523
227401,7798,43
227429,198,43
227429,194,8196
227429,4,8196
227526,9872,2375
227526,7259,1919
227526,2613,456
227687,1699,1423
227687,1699,1423
227748,110,14939
227748,110,12670
227757,5801,2269
227757,3449,36743
227757,2352,30338
227766,33329,6405
227766,33329,1111
227836,1852,998
227836,1852,113
227845,6023,256
227845,4841,256
227845,1182,4062
227854,13504,2772
227854,13504,1290
227863,4066,13690
227863,1949,10889
227863,2117,2801
227881,19230,74833
227881,15954,74833
227881,3276,8593
227924,34637,8593
227924,34637,3078
227979,39255,86
227979,39255,2992
228042,1197,3811
228042,1169,1239
228042,28,2572
228088,92,3033
228088,92,785
228149,4244,2248
228149,2495,6754
228149,1749,6754
228158,13964,6226
228158,13964,6226
228185,71,11927
228185,71,9084
228194,1373,2843
228194,1373,2147
228200,2061,2053
228200,2061,94
228219,2772,51417
228219,2772,40345
228246,12243,11072
228246,6773,45533
228246,5470,34004
228282,419,11529
228282,419,55620
228291,47,41616
228291,47,14004
228316,7958,20000
228316,7958,12106
228325,2327,7894
228325,1899,26232
228325,428,21200
228343,1376,5032
228343,1376,7816
228431,14813,5845
228431,12487,1971
228431,2326,349
228459,35013,349
228459,28838,9771
228459,6175,8321
228468,992,1450
228468,944,1081
228468,48,1031
228486,228,50
228486,228,1912
228501,3924,1912
228501,2655,1418
228501,1269,1418
228529,13020,5170
228529,10276,3851
228529,2744,1319
228547,70074,35098
228547,70074,29544
228608,8104,5554
228608,8104,936
228635,2652,936
228635,113,11063
228635,2539,8035
228644,3720,3028
228644,1215,35105
228644,2505,27514
228653,2752,7591
228653,677,223
228653,2075,223
228680,9083,3768
228680,9083,2071
228699,6563,1697
228699,6563,17458
228705,9806,9077
228705,7427,8381
228705,2379,2665
228714,2534,2419
228714,2427,246
228714,107,5124
228723,51437,671
228723,40404,4453
228723,11033,8102
228769,38210,8102
228769,28489,2409
228769,9721,2409
228778,54264,4797
228778,40612,1569
228778,13652,3228
228787,18969,15806
228787,11331,15806
228787,7638,3728
228796,24821,3728
228796,19847,699
228796,4974,699
228802,7456,8655
228802,5454,8655
228802,2002,153
228866,438,153
228866,438,5975
228875,9306,5975
228875,7988,136
228875,1318,136
228884,1152,10677
228884,1113,8070
228884,39,2607
228909,1691,8153
228909,1691,8153
228981,1441,9232
228981,1441,7243
229018,4826,1989
229018,3482,4427
229018,1344,4427
229027,33535,10535
229027,28523,10535
229027,5012,1560
229036,1101,1523
229036,1101,37
229063,10750,129
229063,8242,129
229063,2508,1473
229115,32829,1473
229115,25989,40203
229115,6840,36069
229151,224,4134
229151,224,3678
229160,3656,3678
229160,2026,991
229160,1630,989
229179,16551,2
229179,8365,449
229179,8186,449
229267,2768,3515
229267,2548,3515
229267,220,85
229300,5053,85
229300,691,81
229300,4362,81
229319,8612,8460
229319,8612,8460
229328,2322,11387
229328,2322,11387
229337,4298,89
229337,1056,89
229337,3242,50
229355,15164,50
229355,15164,492
229416,4029,492
229416,4029,99
229425,793,99
229425,793,795
229504,7455,795
229504,7455,1451
229522,118,1451
229522,118,2463
229540,5661,2463
229540,5661,864
229638,61,864
229638,61,4960
229780,10158,4960
229780,7779,5335
229780,2379,5335
229799,7444,13150
229799,7444,11688
229814,9190,1462
229814,7193,1374
229814,1997,1364
229832,4794,10
229832,4794,739
229841,9940,739
229841,9940,1036
229887,1392,1036
229887,1392,33517
229957,115,27528
229957,115,5989
230010,1483,40697
230010,1483,40596
230038,39346,101
230038,35592,50643
230038,3754,50643
230047,3494,37046
230047,3494,29012
230056,1185,8034
230056,1185,31546
230065,416,30709
230065,416,837
230092,3391,3829
230092,3391,2685
230135,87,1144
230135,87,865
230144,77,693
230144,77,172
230162,8360,244
230162,8360,244
230171,12904,3104
230171,12904,2305
230199,88,799
230199,88,3386
230205,30,3007
230205,30,379
230214,507,11395
230214,507,11395
230223,83,998
230223,83,352
230366,873,646
230366,873,847
230384,1403,758
230384,1403,89
230418,2178,2442
230418,2178,1997
230472,1031,445
230472,1031,1764
230490,5145,1532
230490,5145,232
230597,5499,326
230597,5499,326
230603,12789,4560
230603,11222,3774
230603,1567,786
230621,752,780
230621,738,780
230621,14,4123
230630,764,2396
230630,764,1727
230676,1225,78
230676,1225,78
230728,17900,3466
230728,15675,2117
230728,2225,1349
230737,36745,606
230737,36697,606
230737,48,536
230746,52459,292
230746,52459,244
230764,35507,543
230764,27817,543
230764,7690,140
230782,30884,140
230782,30079,815
230782,805,815
230807,3656,1966
230807,2541,1966
230807,1115,15923
230816,857,13752
230816,684,2171
230816,173,162
230825,224,162
230825,224,1599
230834,3050,1599
230834,2281,971
230834,769,925
230852,3482,46
230852,3068,6984
230852,414,6984
230861,10830,816
230861,10830,816
230889,982,1737
230889,355,1737
230889,627,9117
230898,911,6425
230898,783,2692
230898,128,6320
230913,2619,2548
