UNITID,EN2010,EN2011
163204,55844,37390
163204,37400,37390
163204,18444,8761
163259,7037,7364
163259,988,1397
163259,6049,2376
163268,14424,1754
163268,10993,622
163268,3431,710
163286,42957,433
163286,30919,277
163286,12038,733
163295,2632,733
163295,2405,3815
163295,227,1512
163338,5067,2303
163338,4422,21141
163338,645,21141
163347,1142,1418
163347,1142,1418
163408,273,141
163408,273,141
163426,37510,130
163426,37510,130
163453,8244,277
163453,7002,6
163453,1242,271
163462,2353,9383
163462,1730,8487
163462,623,896
163532,580,2113
163532,371,2076
163532,209,37
163541,774,2022
163541,774,1934
163578,4003,88
163578,1555,589
163578,2448,476
163657,20610,113
163657,20610,1090
163736,1812,1090
163736,1812,25648
163754,149,19934
163754,149,5714
163815,166,617
163815,166,617
163842,315,137
163842,6,137
163842,309,5885
163851,9220,5885
163851,8340,4519
163851,880,4016
163912,2134,503
163912,2090,678
163912,44,358
163921,1887,320
163921,1779,1549
163921,108,1477
163976,598,72
163976,474,250
163976,124,250
164058,1211,4784
164058,1211,2015
164076,25197,2769
164076,19674,5539
164076,5523,5539
164085,607,1212
164085,607,1062
164100,153,150
164100,153,4309
164155,5798,1910
164155,5798,2399
164173,4084,1905
164173,3727,1905
164173,357,366
164207,763,366
164207,402,1767
164207,361,1194
164216,1435,573
164216,1364,42
164216,71,42
164243,261,3078
164243,261,2452
164270,4883,626
164270,2025,3959
164270,2858,2000
164313,5645,1959
164313,5645,102
164438,882,102
164438,792,141
164438,90,141
164447,4094,2561
164447,1855,1693
164447,2239,868
164465,1849,1481
164465,1849,1481
164474,345,436
164474,345,436
164492,1827,2081
164492,1263,2081
164492,564,6092
164535,42,4367
164535,42,1725
164562,3060,4670
164562,2433,4670
164562,627,3497
164571,733,3497
164571,672,452
164571,61,452
164580,3843,1721
164580,1907,1166
164580,1936,555
164599,95,180
164599,95,180
164614,159,16674
164614,159,10407
164632,2333,6267
164632,1603,713
164632,730,516
164641,1405,197
164641,1405,40968
164678,355,23544
164678,355,17424
164720,2016,6271
164720,2016,3608
164739,5937,2663
164739,4395,13561
164739,1542,10592
164748,4892,2969
164748,4892,12123
164775,3372,12123
164775,3372,351
164845,495,351
164845,495,17853
164872,1849,17853
164872,1260,6008
164872,589,1752
164915,178,4256
164915,178,6530
164924,15857,6530
164924,10398,343
164924,5459,343
164933,713,826
164933,513,826
164933,200,3869
164988,39934,2498
164988,22955,1371
164988,16979,18
165015,6203,18
165015,3582,3458
165015,2621,3053
165024,13318,405
165024,10168,1221
165024,3150,1221
165033,12156,1643
165033,12156,1643
165060,329,86
165060,329,86
165112,16545,338
165112,16545,338
165149,24,1257
165149,24,1022
165167,6890,235
165167,1925,4804
165167,4965,3857
165194,6668,947
165194,6668,2920
165255,245,2519
165255,245,401
165264,761,8003
165264,761,2662
165334,3850,5341
165334,2508,104
165334,1342,104
165495,19,175
165495,19,175
165529,3923,2716
165529,3429,2716
165529,494,11784
165556,1436,4965
165556,1436,6819
165574,1561,10410
165574,1561,4978
165608,84,5432
165608,84,773
165635,277,773
165635,277,2095
165644,1294,1604
165644,1018,491
165644,276,2417
165662,4631,2417
165662,3749,3309
165662,882,3309
165671,2933,161
165671,2507,161
165671,426,1600
165680,132,1600
165680,132,34342
165699,7713,14148
165699,2474,20194
165699,5239,301
165705,101,12
165705,101,289
165750,166,243
165750,166,84
165802,1992,159
165802,1992,75
165820,11855,75
165820,4919,2991
165820,6936,2991
165866,10487,9741
165866,4876,9741
165866,5611,567
165884,678,567
165884,678,109
165936,2027,109
165936,1679,103
165936,348,103
165945,2529,66
165945,2529,66
165981,3391,1943
165981,3391,1677
166009,180,266
166009,180,358
166018,1523,358
166018,1523,8566
166027,34412,2329
166027,14317,6237
166027,20095,262
166045,265,51
166045,10,211
166045,255,137
166054,387,137
166054,151,18354
166054,236,13854
166063,72,4500
166063,72,77
166124,2967,77
166124,2967,125
166133,9937,125
166133,9937,284
166276,424,284
166276,424,31417
166294,110,24274
166294,110,7143
166319,106,20210
166319,106,15023
166328,73,5187
166328,73,8207
166391,1776,8207
166391,1579,5025
166391,197,1812
166407,404,3213
166407,404,3292
166452,9061,3038
166452,2311,254
166452,6750,11271
166489,247,4386
166489,50,6885
166489,197,1417
166498,158,1319
166498,158,98
166513,17355,1185
166513,13205,1185
166513,4150,554
166586,72,554
166586,72,158
166595,131,158
166595,131,11685
166601,300,11685
166601,300,2657
166629,31244,2476
166629,24015,181
166629,7229,1907
166638,19797,643
166638,14649,1264
166638,5148,13267
166647,8152,13267
166647,8152,368
166656,4410,368
166656,1413,2554
166656,2997,2460
166674,3322,94
166674,3087,1555
166674,235,1534
166683,10979,21
166683,4361,6923
166683,6618,6923
166692,1407,422
166692,1311,422
166692,96,790
166708,1139,640
166708,1139,150
166717,458,1005
166717,458,1005
166805,138,34
166805,138,34
166823,11412,810
166823,11412,414
166850,2845,396
166850,2696,482
166850,149,482
166869,1409,203
166869,318,203
166869,1091,1140
166887,12919,1140
166887,12919,121
166911,354,121
166911,354,1129
166939,2616,1129
166939,2497,1879
166939,119,1477
166948,1548,402
166948,1537,2574
166948,11,2028
166957,6790,546
166957,6790,165
166975,402,165
166975,402,11184
166984,837,11184
166984,695,2041
166984,142,2041
167020,1170,36462
167020,1170,22693
167039,34,13769
167039,34,9978
167057,805,9978
167057,412,1727
167057,393,1244
167093,482,483
167093,482,505
167181,218,455
167181,218,50
167215,1132,66
167215,1132,66
167224,156,7594
167224,156,7594
167251,1118,11864
167251,1118,11864
167260,1943,936
167260,1541,936
167260,402,2274
167288,2582,1430
167288,1962,844
167288,620,3861
167297,158,3861
167297,158,187
167312,11372,37
167312,11372,150
167321,2211,14149
167321,2211,9606
167358,34466,4543
167358,22395,1502
167358,12071,1502
167376,9926,5721
167376,9926,2077
167394,1653,3644
167394,1169,408
167394,484,408
167455,504,3269
167455,457,2702
167455,47,567
167464,56,125
167464,56,125
167525,7343,3425
167525,7343,2165
167534,11456,1260
167534,11456,9235
167543,1081,9235
167543,1081,10663
167598,2121,8595
167598,1253,2068
167598,868,2590
167631,4004,2590
167631,4004,10433
167677,227,6399
167677,85,4034
167677,142,86
167729,14886,86
167729,9665,11451
167729,5221,5627
167738,1899,5824
167738,1899,2636
167783,6263,2636
167783,2000,4003
167783,4263,3877
167792,453,126
167792,453,4138
167835,3275,2853
167835,2723,1285
167835,552,6881
167871,141,5804
167871,141,1077
167899,6078,1655
167899,4224,1655
167899,1854,1533
167905,9410,1017
167905,9410,516
167987,10548,2252
167987,8822,2199
167987,1726,53
167996,2522,5724
167996,2522,3714
168005,10656,2010
168005,6501,9251
168005,4155,6420
168032,80,2831
168032,80,28
168148,11200,28
168148,5613,1729
168148,5587,1729
168218,2546,1629
168218,2546,1629
168227,4045,97
168227,3900,97
168227,145,941
168254,4114,941
168254,2956,1445
168254,1158,1445
168263,6679,2678
168263,5642,2678
168263,1037,4573
168281,1675,2303
168281,1675,2270
168290,1205,2502
168290,808,2141
168290,397,361
168342,2259,4569
168342,2203,4553
168342,56,16
168421,5320,10211
168421,3537,10173
168421,1783,38
168430,9360,3215
168430,6370,3215
168430,2990,99
168519,29,99
168519,29,4336
168528,1670,4140
168528,1670,196
168546,1758,310
168546,1758,310
168555,94,451
168555,94,451
168573,963,143
168573,963,143
168591,1472,33352
168591,1472,23534
168607,2791,9818
168607,2791,17133
168740,4336,17133
168740,2251,869
168740,2085,869
168786,2472,962
168786,2088,818
168786,384,144
168838,4828,905
168838,4823,508
168838,5,397
168847,10542,163
168847,10527,163
168847,15,1414
168883,3119,1370
168883,3119,44
168892,147,16031
168892,147,13186
169080,4484,2845
169080,4264,394
169080,220,394
169099,280,16944
169099,280,16944
169187,453,180
169187,453,180
169220,115,941
169220,115,941
169248,32603,1539
169248,22687,1539
169248,9916,6311
169275,17820,3552
169275,17820,2759
169284,1009,522
169284,1009,522
169327,959,591
169327,801,591
169327,158,28511
169363,934,21609
169363,489,6902
169363,445,16908
169424,157,15343
169424,157,1565
169442,1473,79
169442,1446,79
169442,27,2026
169479,16067,2026
169479,13725,2638
169479,2342,2080
169503,362,558
169503,362,1568
169521,17115,1568
169521,17115,299
169567,276,299
169567,276,3581
169576,212,2645
169576,212,936
169628,969,1343
169628,969,1343
169655,1584,25605
169655,1584,25605
169716,6495,28824
169716,3699,23229
169716,2796,5595
169734,563,267
169734,563,267
169761,660,26724
169761,660,26724
169798,28067,3464
169798,21024,3464
169798,7043,1543
169910,16238,1543
169910,14613,10637
169910,1625,10637
169947,83,145
169947,83,145
169974,2671,1380
169974,2671,1380
169983,2879,17572
169983,2282,17572
169983,597,13152
169992,1528,13152
169992,1528,2741
170000,198,2741
170000,198,292
170037,3407,292
170037,2454,6927
170037,953,6927
170046,1838,3099
170046,1838,2994
170055,24614,105
170055,24614,31462
170082,28876,31462
170082,23084,5111
170082,5792,3405
170091,273,1706
170091,273,110
170240,25569,110
170240,25569,35631
170301,3491,35631
170301,3491,6383
170417,1794,4082
170417,1794,2301
170444,11130,3407
170444,11130,1126
170514,156,2281
170514,156,1270
170532,1399,1246
170532,1399,24
170541,18322,44453
170541,18322,28294
170550,14648,16159
170550,14648,328
170587,2917,328
170587,2917,52567
170611,261,39282
170611,261,13285
170620,6361,7605
170620,6361,6068
170639,2978,1537
170639,2943,10546
170639,35,8419
170657,30822,2127
170657,30822,9827
170675,5264,8141
170675,3443,1686
170675,1821,7585
170736,112,7585
170736,112,6464
170790,35387,6464
170790,35387,2980
170806,6430,2980
170806,4139,191
170806,2291,191
170842,3586,7481
170842,1037,7451
170842,2549,30
170967,1140,7344
170967,1122,7344
170967,18,1668
170976,43848,1668
170976,27002,2011
170976,16846,2011
171012,350,4454
171012,350,4454
171100,51428,11185
171100,37989,9969
171100,13439,1216
171128,7784,71
171128,6225,71
171128,1559,6645
171137,10810,6645
171137,8496,4279
171137,2314,3829
171146,9579,450
171146,7929,46181
171146,1650,46181
171155,7247,23557
171155,7247,18903
171225,6508,4654
171225,6508,1314
171234,3292,1241
171234,3292,73
171261,108,110
171261,108,110
171298,8182,354
171298,8163,350
171298,19,4
171304,7130,298
171304,7130,298
171313,2131,296
171313,2131,296
171322,2715,434
171322,2715,434
171395,4510,578
171395,4510,364
171456,11514,214
171456,10243,13001
171456,1271,10776
171465,68,2225
171465,68,21129
171483,6390,21129
171483,6390,3207
171492,4634,2772
171492,4176,435
171492,458,6944
171535,43862,6944
171535,43862,4402
171571,23238,4402
171571,18446,1448
171571,4792,1448
171599,1264,6332
171599,1204,3692
171599,60,2640
171775,152,536
171775,152,536
171881,367,736
171881,364,736
171881,3,5046
171988,412,5046
171988,412,239
171997,276,239
171997,276,4585
172015,410,1471
172015,410,3114
172033,507,22632
172033,304,22632
172033,203,34698
172051,12766,34698
172051,10394,36749
172051,2372,23991
172200,20905,12758
172200,20905,2115
172264,3115,2115
172264,2623,28517
172264,492,21788
172291,6541,6729
172291,6541,259
172307,4202,259
172307,4202,65
172325,1021,65
172325,1021,327
172334,6382,327
172334,3491,4201
172334,2891,4201
172422,522,179
172422,522,179
172440,637,3531
172440,637,3531
172477,4422,12538
172477,4422,12538
172495,267,80
172495,267,80
172556,89,4935
172556,89,3690
172574,219,1245
172574,219,5190
172583,177,5190
172583,177,2360
172608,4489,2360
172608,1483,6870
172608,3006,6083
172617,23206,787
172617,23206,639
172635,34342,639
172635,34342,5178
172644,37361,3978
172644,24051,1200
172644,13310,817
172671,2210,817
172671,2210,6242
172699,28227,6242
172699,21415,2048
172699,6812,2048
172705,252,2926
172705,252,2879
172802,66,47
172802,66,3644
172866,328,2184
172866,328,1460
172918,4012,5915
172918,4012,5915
172927,152,1239
172927,152,1166
172954,3643,73
172954,3643,8606
172963,12578,8606
172963,12578,78
172972,67,78
172972,67,558
173045,4905,558
173045,3626,9208
173045,1279,9208
173063,5363,2281
173063,5363,2189
173115,2543,92
173115,2543,5343
173124,6700,5343
173124,5823,2507
173124,877,2507
173142,673,8902
173142,673,2266
173160,5029,6636
173160,3894,165
173160,1135,165
173179,875,9751
173179,875,9751
173203,6062,60
173203,6062,60
173258,2043,2210
173258,2043,2210
173300,2885,611
173300,2842,611
173300,43,9875
173328,3746,9875
173328,2326,1615
173328,1420,1615
173416,5598,2657
173416,5598,2657
173452,1210,915
173452,1130,915
173452,80,2161
173461,8685,2161
173461,8685,6148
173470,75,6148
173470,75,17968
173489,594,15117
173489,594,2851
173559,9219,233
173559,9219,233
173629,2055,282
173629,2026,282
173629,29,361
173638,5068,159
173638,5068,202
173647,2543,3453
173647,2543,2444
173665,8332,1009
173665,2135,2334
173665,6197,2334
173683,150,10930
173683,9,9703
173683,141,1227
173708,9159,64349
173708,9159,43476
173726,46,20873
173726,46,2955
173735,2224,2955
173735,2224,413
173744,564,413
173744,564,782
173799,9762,720
173799,9762,62
173805,1573,14573
173805,1573,14573
173887,2609,588
173887,2609,588
173896,920,340
173896,920,340
173902,2122,178
173902,2122,178
173911,6247,12722
173911,6247,11442
173920,17351,1280
173920,14674,1972
173920,2677,1972
173939,273,2655
173939,273,2501
173957,259,154
173957,259,186
173966,384,186
173966,154,8917
173966,230,8082
173984,3216,835
173984,2224,10717
173984,992,10717
173993,2291,824
173993,2291,824
174020,10013,1365
174020,8951,1365
174020,1062,15180
174066,65213,15180
174066,43829,1471
174066,21384,1471
174075,2663,5485
174075,2663,5485
174118,393,78
174118,393,78
174127,784,3661
174127,718,3521
174127,66,140
174136,14932,1150
174136,14932,310
174154,494,840
174154,494,147
174190,334,147
174190,334,242
174206,203,242
174206,203,1415
174233,12479,1415
174233,11170,460
174233,1309,460
174251,1871,8282
174251,1871,8282
174279,2725,2166
174279,2583,2166
174279,142,6300
174321,206,6300
174321,206,163
174358,8900,163
174358,8046,22025
174358,854,19247
174376,10690,2778
174376,10690,2145
174385,774,1986
174385,774,159
174394,1779,8656
174394,1779,2455
174428,15113,6201
174428,15113,3233
174437,1344,3233
174437,1344,1319
174473,5822,1074
174473,5822,245
174482,135,4710
174482,135,3208
174491,3585,1502
174491,3470,12164
174491,115,6659
174507,1032,5505
174507,197,222
174507,835,222
174525,155,325
174525,155,325
174534,256,6124
174534,256,4442
174570,1365,1682
174570,1365,10938
174604,438,10938
174604,438,9558
174738,8213,9558
174738,8213,7732
174747,2159,7110
174747,2159,622
174756,5943,534
174756,5943,534
174765,161,180
174765,161,180
174783,21939,961
174783,19188,961
174783,2751,1978
174792,2133,1978
174792,1964,5909
174792,169,5909
174817,8465,3327
174817,2466,3327
174817,5999,9691
174844,3212,8909
174844,3212,782
174862,1374,1104
174862,1174,1104
174862,200,15219
174899,4508,15219
174899,3219,4385
174899,1289,3511
174914,12301,874
174914,6472,4340
174914,5829,3223
174932,199,1117
174932,199,662
174978,334,635
174978,334,27
175005,6014,198
175005,4317,198
175005,1697,3539
175014,9678,3539
175014,9678,1177
175041,9625,1177
175041,9625,5290
175078,7949,5290
175078,7247,100
175078,702,100
175120,425,101
175120,425,101
175139,193,5270
175139,193,3438
175157,879,1832
175157,879,3622
175227,2063,3622
175227,2063,9116
175236,6011,9116
175236,6011,38
175263,3433,38
175263,3433,49
175272,9848,49
175272,8910,18180
175272,938,18180
175281,1052,10033
175281,1052,10033
175315,14766,11112
175315,14766,11112
175342,3970,9565
175342,3132,6856
175342,838,2709
175421,4461,6956
175421,3388,6956
175421,1073,5300
175430,627,5300
175430,602,1176
175430,25,1024
175494,199,152
175494,199,4926
175519,3315,4926
175519,3315,19911
175528,1088,16405
175528,1088,3506
175573,5252,2890
175573,5252,796
175591,105,2094
175591,105,3199
175607,80,2928
175607,80,271
175616,5039,3102
175616,3680,2631
175616,1359,471
175643,3567,5789
175643,3567,3510
175652,9906,2279
175652,9906,128
175698,51,128
175698,51,14193
175722,54,14193
175722,54,22335
175786,17002,17131
175786,17002,5204
175810,9866,4419
175810,9866,4419
175829,9555,11781
175829,9555,11781
175856,10276,8184
175856,7753,8184
175856,2523,1185
175883,7255,1185
175883,7255,132
175935,5371,132
175935,5371,2767
175980,1226,2767
175980,1071,19040
175980,155,15176
176008,4678,3864
176008,4678,268
176017,18586,268
176017,15328,1012
176017,3258,1012
176026,2731,162
176026,867,162
176026,1864,5704
176035,3166,3482
176035,2860,2222
176035,306,546
176044,3496,546
176044,3008,222
176044,488,222
176053,5305,561
176053,3262,561
176053,2043,2262
176062,129,1387
176062,129,875
176071,14177,1803
176071,14177,1803
176080,21143,601
176080,16189,512
176080,4954,89
176169,4488,196
176169,4488,196
176178,11524,27
176178,11524,27
176239,8319,911
176239,8319,876
176318,1151,35
176318,1151,402
176336,96,337
176336,96,65
176354,2901,201
176354,2901,201
176372,18711,378
176372,14833,378
176372,3878,755
176390,278,755
176390,278,1292
176406,1043,1292
176406,1043,14322
176451,153,11240
176451,153,3082
176479,4770,100
176479,2833,100
176479,1937,27
176549,583,27
176549,583,700
176600,290,161
176600,290,539
176619,530,98
176619,530,98
176628,2273,30588
176628,1294,29320
176628,979,1268
176637,1880,123
176637,1880,117
176664,658,6
176664,556,561
176664,102,561
176716,226,313
176716,226,313
176734,28,876
176734,28,876
176770,719,6098
176770,707,6098
176770,12,902
176789,371,902
176789,296,2273
176789,75,2273
176798,159,7817
176798,159,7099
176910,422,718
176910,422,6206
176938,714,6206
176938,714,210
176947,1180,210
176947,1180,368
176965,13864,368
176965,10887,2179
176965,2977,2179
176983,104,2230
176983,104,1866
176992,35,364
176992,35,3197
177038,699,1946
177038,143,1251
177038,556,315
177056,72,315
177056,72,38
177065,29446,38
177065,28173,19054
177065,1273,19054
177083,123,1419
177083,115,1392
177083,8,27
177092,562,2010
177092,562,2010
177117,314,556
177117,314,556
177126,915,108
177126,915,108
177135,6403,143
177135,6403,143
177144,836,8114
177144,836,8114
177153,7051,77
177153,7051,77
177162,3094,970
177162,2303,794
177162,791,176
177214,7698,880
177214,6976,880
177214,722,46
177250,6061,46
177250,6061,125
177278,228,47
177278,228,78
177287,386,4244
177287,386,4244
177302,2232,16
177302,2232,16
177339,2113,49
177339,1840,49
177339,273,4152
177418,3551,3910
177418,2259,242
177418,1292,17309
177427,280,9269
177427,280,8040
177436,38,1326
177436,38,1326
177472,17383,1242
177472,17383,81
177542,1284,1161
177542,1244,10374
177542,40,10374
177551,2184,212
177551,2184,212
177579,550,8747
177579,550,8747
177588,116,4444
177588,116,3520
177603,180,924
177603,180,245
177676,7815,245
177676,7815,271
177685,68,271
177685,68,434
177719,828,434
177719,693,1369
177719,135,409
177746,829,960
177746,829,6053
177807,45,6053
177807,45,1297
177816,115,1297
177816,48,5914
177816,67,4008
177834,4213,1906
177834,4213,234
177870,13,234
177870,13,2103
177922,40,2103
177922,40,28
177931,43,28
177931,43,6980
177940,4139,6861
177940,3882,119
177940,257,155
177968,17351,155
177968,8787,1941
177968,8564,1941
177977,1303,7503
177977,1303,7267
177986,1267,236
177986,97,35788
177986,1170,26625
177995,10499,9163
177995,10499,20512
178004,220,13879
178004,220,6633
178022,8523,8086
178022,8523,5795
178059,4223,2291
178059,3394,21177
178059,829,16446
178077,291,4731
178077,291,7803
178110,375,7803
178110,375,152
178183,520,152
178183,520,490
178208,1075,490
178208,389,367
178208,686,367
178217,5792,95
178217,5792,95
178226,1655,108
178226,1655,108
178244,5610,21
178244,3770,21
178244,1840,6801
178262,300,5898
178262,300,903
178305,1896,8322
178305,1896,6792
178341,6989,1530
178341,6850,726
178341,139,726
178350,197,1544
178350,197,1544
178369,1910,22678
178369,1910,21449
178387,7051,1229
178387,6901,267
178387,150,267
178396,34729,8532
178396,25706,8532
178396,9023,79
178402,20043,79
178402,13343,2671
178402,6700,2671
178411,7615,692
178411,5514,508
178411,2101,184
178420,20933,3425
178420,16195,2287
178420,4738,1138
178448,7303,213
178448,7303,213
178466,166,837
178466,166,837
178484,535,20461
178484,535,14472
178518,351,5989
178518,351,61
178527,90,61
178527,90,2237
178563,80,2237
178563,80,83
178615,6575,83
178615,5670,58
178615,905,58
178624,8518,384
178624,6659,384
178624,1859,1262
178679,683,706
178679,683,556
178697,1518,45588
178697,1518,45588
178721,24023,276
178721,22814,276
178721,1209,4499
178767,257,3293
178767,257,1206
178785,8097,2822
178785,8097,2822
178828,80,29
178828,80,29
178891,2334,127
178891,2334,127
178989,559,499
178989,370,499
178989,189,6800
179043,3578,6800
179043,2353,1306
179043,1225,974
179052,217,332
179052,217,13426
179070,1041,11583
179070,1041,1843
179113,18380,23399
179113,18380,19094
179159,19253,4305
179159,13441,5274
179159,5812,5274
179195,62,2399
179195,62,2399
179201,2021,41
179201,2021,41
179229,76,57
179229,76,57
179238,61,1085
179238,61,1085
179256,389,15185
179256,389,7954
179265,1249,7231
179265,678,26006
179265,571,4472
179292,11551,21534
179292,11551,1228
179308,13257,1228
179308,13257,1171
179317,321,1171
179317,321,1181
179326,4513,1181
179326,3268,3470
179326,1245,1378
179344,2685,2092
179344,2685,49
179399,32,49
179399,32,732
179450,140,732
179450,140,68
179511,398,68
179511,398,776
179539,6234,776
179539,6234,113
179548,1439,113
179548,1072,1525
179548,367,1525
179557,13279,1304
179557,11217,1304
179557,2062,555
179566,23334,555
179566,18906,6651
179566,4428,5777
179645,4639,874
179645,4639,4077
179715,2460,4077
179715,2460,231
179724,34,231
179724,34,787
179742,45,787
179742,45,2737
179812,1108,2737
179812,1108,1263
179867,14336,1167
179867,7502,96
179867,6834,2004
179894,26191,2004
179894,4664,869
179894,21527,869
179919,1280,732
179919,1280,732
179946,1104,60
179946,1104,60
179955,1162,2752
179955,1162,2557
179964,3796,195
179964,1386,15427
179964,2410,12764
179991,55,2663
179991,55,18472
180045,1788,15589
180045,1788,2883
180054,773,1658
180054,773,1528
180063,63,130
180063,63,1086
180081,801,996
180081,801,90
180106,1484,1566
180106,1484,1566
180151,1774,1901
180151,1774,1901
180160,666,79
180160,666,79
180179,4651,15251
180179,3854,10788
180179,797,4463
180197,4153,1312
180197,4153,924
180203,496,388
180203,496,633
180212,790,553
180212,790,80
180249,3430,13419
180249,3430,13419
180258,1082,3771
180258,987,2829
180258,95,942
180276,1785,225
180276,1785,225
180328,960,2367
180328,960,1474
180373,715,893
180373,715,8826
180391,60,4723
180391,60,4103
180416,3116,1084
180416,2916,1084
180416,200,579
180461,14702,463
180461,12052,116
180461,2650,1434
180489,17742,1192
180489,14975,242
180489,2767,61
180522,1613,61
180522,1499,22
180522,114,22
180595,1001,609
180595,903,609
180595,98,8245
180647,1663,5708
180647,1663,2537
180692,1839,877
180692,1839,863
180771,84,14
180771,84,934
180814,16185,814
180814,11848,120
180814,4337,32650
180832,1156,32650
180832,857,5390
180832,299,5390
180878,606,1151
180878,565,1126
180878,41,25
180902,13658,156
180902,13658,156
180948,3523,17617
180948,2732,13916
180948,791,3701
180957,281,1366
180957,281,1341
180984,2051,25
180984,1330,261
180984,721,261
181002,8373,3748
181002,4482,1083
181002,3891,2665
181020,1004,3737
181020,1004,3329
181093,621,408
181093,496,27443
181093,125,20681
181127,1402,6762
181127,1141,7717
181127,261,7717
181136,56,3392
181136,56,2879
181145,22,513
181145,22,59
181190,510,59
181190,510,1227
181215,8252,935
181215,5548,292
181215,2704,19401
181242,967,19401
181242,967,1076
181251,29,1003
181251,29,73
181297,873,1004
181297,775,1004
181297,98,397
181303,34923,397
181303,34923,4377
181312,5855,3277
181312,5855,1100
181330,790,16
181330,762,16
181330,28,8758
181376,141,8758
181376,141,507
181394,17622,507
181394,13581,270
181394,4041,270
181400,1593,1066
181400,1593,1066
181419,201,61662
181419,201,61662
181428,3477,1780
181428,999,1780
181428,2478,1930
181446,3726,1930
181446,3388,592
181446,338,592
181464,26951,36235
181464,20284,27657
181464,6667,8578
181491,7390,21029
181491,7390,16325
181534,3275,4704
181534,2694,5195
181534,581,5195
181543,52,393
181543,52,393
181604,1252,442
181604,943,374
181604,309,68
181640,19569,1275
181640,19569,518
181738,1051,757
181738,978,18405
181738,73,18405
181756,982,7851
181756,982,7851
181765,435,1247
181765,435,1247
181783,4452,119
181783,3088,119
181783,1364,847
181792,16,770
181792,16,77
181817,7470,6580
181817,7470,4684
181853,452,1896
181853,452,183
181880,276,183
181880,276,187
181941,617,187
181941,617,2866
182005,62748,2078
182005,62748,788
182111,1769,495
182111,1769,495
182148,1994,5185
182148,1994,5185
182209,557,28
182209,557,28
182281,35719,87
182281,26839,87
182281,8880,369
182290,20095,369
182290,15571,56
182290,4524,56
182306,4832,220
182306,4832,220
182397,251,2532
182397,251,1068
182430,374,1464
182430,315,95
182430,59,95
182458,1268,13324
182458,503,8329
182458,765,4995
182500,19282,64
182500,19282,64
182564,7826,16798
182564,7826,13570
182634,1183,3228
182634,1183,5942
182652,127,5663
182652,127,279
182661,1097,2233
182661,996,1549
182661,101,684
182670,6615,7538
182670,4613,4830
182670,2002,2708
182704,193,6152
182704,193,6152
182722,206,1544
182722,206,1544
182795,2906,1885
182795,2241,1885
182795,665,2395
182829,544,2395
182829,544,4588
182865,5963,4588
182865,5963,3410
182883,44,3410
182883,44,2909
182892,60,2909
182892,60,53
182908,414,53
182908,414,3027
182917,68,1786
182917,68,1241
182953,212,2015
182953,212,2015
182980,2602,177
182980,1129,177
182980,1473,2802
182999,75,2437
182999,75,365
183026,12343,78
183026,7670,78
183026,4673,169
183035,74,169
183035,74,783
183044,16449,783
183044,13366,52
183044,3083,52
183062,6912,11219
183062,6651,11219
183062,261,904
183071,2157,904
183071,1489,23777
183071,668,23777
183080,7457,4938
183080,4676,4938
183080,2781,7031
183099,5764,3063
183099,5764,3968
183105,1578,2542
183105,1578,2527
183114,1699,15
183114,1699,22446
183123,2245,22446
183123,2245,17479
183132,4182,17479
183132,4182,2692
183141,3115,1858
183141,3115,834
183150,2812,23052
183150,2812,23052
183202,41,3387
183202,41,2337
183211,2932,1050
183211,1765,164
183211,1167,164
183239,2046,572
183239,2046,572
183248,235,1745
183248,235,1745
183257,2632,1001
183257,2237,1001
183257,395,2295
183275,68,2295
183275,68,223
183345,221,223
183345,221,63
183488,1495,56
183488,1495,7
183600,43,13936
183600,43,13936
183655,11053,5486
183655,11053,5486
183725,819,3068
183725,819,3068
183743,23625,235
183743,23625,235
183789,4977,2393
183789,4977,2393
183804,6455,3102
183804,2896,2058
183804,3559,1044
183822,2511,74
183822,2511,74
183859,22830,446
183859,22830,446
183877,16705,17414
183877,16705,17414
183910,2508,224
183910,1673,224
183910,835,10746
183938,23379,7402
183938,23379,3344
183974,3787,2580
183974,2640,2121
183974,1147,459
183983,113,3614
183983,113,2606
184047,732,1008
184047,732,261
184056,1784,261
184056,1784,3280
184092,843,2166
184092,843,1114
184135,1922,13176
184135,1922,11266
184144,217,1910
184144,217,10152
184153,47,10152
184153,41,363
184153,6,363
184180,13901,650
184180,13901,650
184205,5828,2003
184205,5828,2003
184269,3153,132
184269,3074,132
184269,79,12608
184278,232,12608
184278,232,10605
184320,2661,7817
184320,2661,2788
184348,3046,78
184348,2014,78
184348,1032,18956
184357,54,14982
184357,54,3974
184427,460,587
184427,460,587
184481,18087,2524
184481,18087,2524
184506,219,363
184506,219,363
184603,10771,13803
184603,7108,13803
184603,3663,19505
184612,2434,19505
184612,1990,7407
184612,444,5086
184694,3919,2321
184694,2642,21834
184694,1277,16654
184746,276,5180
184746,276,55
184773,3518,55
184773,2227,164
184773,1291,164
184782,12870,582
184782,10961,582
184782,1909,738
184791,9863,738
184791,9863,138
184816,364,138
184816,364,234
184870,778,234
184870,778,360
184959,976,360
184959,976,10622
184968,148,7041
184968,148,3581
184995,12192,16387
184995,12192,16387
185129,11061,316
185129,7804,316
185129,3257,308
185174,73,308
185174,73,506
185262,17845,506
185262,13773,13446
185262,4072,13446
185332,465,1230
185332,465,1230
185396,2883,551
185396,2883,551
185466,246,8004
185466,246,5216
185509,13731,2788
185509,13731,284
185536,18657,284
185536,18657,7016
