UNITID,F1A13_10,F1A18_10,F1B25_10,F1A13_11,F1A18_11,F1B25_11
261436,,,,,,
261472,,,,,,
261676,,,,,,
261685,,,,,,
261719,,,,,,
261773,,,1437741,,,448011
261861,,,,,,
261931,,,,,,
262022,,,,,,
262031,47721982,47318283,50229767,46260077,48175026,52943610
262086,,,,,,
262129,41592067,60984441,32338485,37991213,65781720,38533939
262235,,,,,,
262299,,,,,,
262332,,,,,,
262341,,,,,,
262369,,,,,,
262402,,,,,,
262457,,,,,,
262466,,,,,,
262509,,,,,,
262660,,,,,,
362700,,,,,,
362782,,,,,,
363013,,,,,,
363077,,,,,,
363147,,,,,,
363165,,,34380919,,,34828943
363387,,,,,,
363439,,,,,,
363457,,,,,,
363563,52960050,95918840,97724979,66261633,160652396,113551075
363590,,,,,,
363633,1112585,17848218,17197890,1002081,22842691,21785185
363679,,,,,,
363712,,,,,,
363721,,,,,,
363882,,,,,,
363907,,,,,,
363916,,,,,,
363934,,,,,,
364016,,,49180954,,,49791699
364025,,,57395245,,,62343501
364122,,,,,,
364168,,,,,,
364317,,,,,,
364326,,,,,,
364335,,,,,,
364548,,,10475365,,,10027928
364566,,,,,,
364575,,,3275882,,,3216338
364584,,,,,,
364593,,,,,,
364618,,,1506827,,,820392
364627,,,11198289,,,10882970
364636,,,1357106,,,1172329
364751,,,,,,
364760,,,,,,
364812,,,,,,
364885,,,,,,
364946,,,9609863,,,7852984
364955,,,,,,
364964,,,1103348,,,857367
364973,,,,,,
365055,,,,,,
365073,,,,,,
365091,,,,,,
365107,,,,,,
365125,,,,,,
365198,,,8021574,,,8258579
365204,,,,,,
365213,,,12099227,,,13255434
365240,,,1466633,,,1625027
365374,,,24179478,,,24718343
365383,,,1597796,,,1633850
365426,,,,,,
365453,,,,,,
365480,,,14947514,,,14903414
365505,,,,,,
365569,,,,,,
365693,,,,,,
365763,,,502881,,,508266
365824,,,,,,
365833,,,,,,
366003,,,,,,
366155,,,,,,
366191,,,,,,
366252,,,,,,
366261,,,,,,
366270,,,,,,
366289,,,,,,
366340,2393925,13716802,11801163,995786,14150992,9041379
366368,,,,,,
366395,284993870,-85219039,212377251,302648792,-97200060,220238181
366401,236247137,42300963,65775447,233672878,31141745,67953562
366438,,,,,,
366447,1065111,11339512,15127921,793266,11514279,15983426
366465,909355,17084775,18487230,1030875,17443678,21512223
366535,,,,,,
366544,,,,,,
366553,,,,,,
366571,,,,,,
366580,,,,,,
366605,,,,,,
366623,,,840379,,,856390
366632,,,811026,,,707415
366650,,,,,,
366678,,,,,,
366696,,,,,,
366702,,,,,,
366711,104506126,211200514,138884322,112255703,211030451,146548586
366748,,,,,,
366757,,,,,,
366793,,,,,,
366960,,,,,,
367024,,,,,,
367051,,,,,,
367088,,,,,,
367097,,,,,,
367103,,,,,,
367112,,,,,,
367130,,,,,,
367158,,,,,,
367176,,,,,,
367194,,,,,,
367264,,,,,,
367316,,,,,,
367334,,,,,,
367361,,,,,,
367398,,,,,,
367413,,,,,,
367431,,,,,,
367459,23842837,34408722,48765953,36015145,35644547,52830808
367662,,,,,,
367839,,,,,,
367875,,,2037202,,,2069095
367884,,,,,,
367909,,,,,,
367936,,,,,,
367954,,,,,,
367972,,,1721828,,,1519045
367981,,,,,,
368036,,,,,,
368160,,,977892,,,954766
368230,,,,,,
368364,,,3854784,,,4138245
368407,,,1214736,,,1745574
368443,,,,,,
368452,,,,,,
368540,,,,,,
368601,,,,,,
368629,,,,,,
368647,,,465891,,,507025
368771,,,,,,
368780,,,,,,
368799,,,3299150,,,4573554
368805,,,,,,
368832,,,,,,
368911,1595341,23525213,19381945,1346142,29385067,27340297
369002,,,,,,
369020,,,,,,
369084,,,,,,
369109,,,1052597,,,1114716
369400,,,,,,
369419,,,9822012,,,18255868
369446,,,,,,
369455,,,,,,
369516,,,,,,
369659,,,,,,
369668,,,4114702,,,4430059
369686,,,,,,
369695,,,,,,
369783,,,,,,
369792,,,,,,
369817,,,,,,
369862,,,,,,
369905,,,,,,
369950,,,,,,
371034,,,,,,
371052,,,,,,
371140,,,,,,
371265,,,,,,
371690,,,6153979,,,7935580
371760,,,,,,
371779,,,,,,
371830,,,,,,
371928,,,,,,
371964,,,,,,
371982,,,,,,
372000,,,,,,
372028,,,,,,
372037,,,,,,
372073,,,,,,
372082,,,13072407,,,9942225
372213,,,,,,
372222,,,,,,
372240,,,,,,
372329,,,,,,
372356,,,,,,
372462,,,,,,
372523,,,,,,
372578,,,,,,
372718,,,,,,
372772,,,,,,
372921,,,,,,
372958,,,,,,
373058,,,,,,
373085,,,,,,
373119,,,,,,
373216,,,,,,
373340,,,,,,
373447,,,,,,
373526,,,,,,
373605,,,,,,
373678,,,,,,
373696,,,,,,
373711,,,702486,,,696735
373784,,,,,,
373827,,,,,,
373890,,,,,,
374024,,,,,,
374112,,,909958,,,816114
374291,,,,,,
374316,,,,,,
374440,,,,,,
374574,,,,,,
374592,,,987975,,,905026
374875,,,,,,
374927,,,,,,
374972,,,,,,
374990,,,,,,
375106,,,,,,
375230,,,,,,
375300,,,,,,
375319,,,,,,
375373,,,2193568,,,2349935
375407,,,1643428,,,1921824
375416,,,,,,
375489,,,,,,
375540,,,,,,
375559,,,,,,
375568,,,365539,,,388816
375647,,,,,,
375656,,,2567886,,,2712485
375683,,,13720309,,,14201615
375692,,,28371378,,,28497486
375708,,,,,,
375717,,,,,,
375726,,,,,,
375735,,,,,,
375744,,,,,,
375753,,,,,,
375762,,,,,,
375771,,,,,,
375799,,,,,,
375841,,,,,,
375939,,,,,,
375948,,,,,,
375966,,,3431896,,,3352978
375984,,,,,,
376039,,,,,,
376136,,,,,,
376224,,,,,,
376242,,,,,,
376288,,,,,,
376321,,,,,,
376330,,,,,,
376385,,,,,,
376446,,,,,,
376631,,,,,,
376668,,,,,,
376677,,,,,,
376695,2855701,16958641,15043101,3450765,19122949,16984483
376987,,,,,,
377069,,,,,,
377111,,,,,,
377193,,,,,,
377218,,,,,,
377272,,,,,,
377281,,,,,,
377315,,,,,,
377342,,,,,,
377421,,,,,,
377449,,,,,,
377458,,,,,,
377485,,,114269,,,370192
377546,,,,,,
377555,,,,,,
377564,,,,,,
377634,,,,,,
377643,,,,,,
377652,,,,,,
377661,,,,,,
377670,,,,,,
377722,,,,,,
377759,,,,,,
378105,,,,,,
378406,,,,,,
378576,,,,,,
378886,,,,,,
378956,,,,,,
379029,,,,,,
379135,,,,,,
379463,,,,,,
379621,,,625911,,,474844
379746,,,,,,
379782,,,,,,
380067,,,,,,
380094,,,,,,
380359,393626,9642692,10023478,395706,10761036,10312927
380368,7420000,21781000,12936000,7560000,23575000,14807000
380377,1627543,13915649,17199921,2450768,14326757,16065845
380401,,,,,,
380410,,,,,,
380438,,,,,,
380447,,,,,,
380456,,,,,,
380465,,,,,,
380474,,,,,,
381255,,,,,,
381282,,,,,,
381325,,,,,,
381334,,,,,,
381352,,,,,,
381361,,,,,,
381370,,,,,,
381404,,,,,,
381459,,,,,,
381486,,,,,,
381529,,,7826214,,,8489760
381617,,,,,,
381635,,,,,,
381644,,,,,,
381699,,,,,,
381705,,,,,,
381732,,,,,,
381741,,,,,,
381750,,,,,,
381787,,,,,,
381796,,,,,,
381866,,,,,,
381909,,,,,,
381945,,,,,,
382054,,,,,,
382063,,,,,,
382258,,,7358674,,,6342905
382267,,,,,,
382276,,,,,,
382416,,,737499,,,474997
382461,,,,,,
382504,,,,,,
382771,,,,,,
382780,,,,,,
382896,,,,,,
382902,,,,,,
382911,,,,,,
382957,,,,,,
383020,,,,,,
383084,,,34438167,,,22705690
383163,,,,,,
383172,,,,,,
383190,3185550,22795674,47112389,3445986,24922095,33233900
383251,,,,,,
383279,,,,,,
383297,,,,,,
383312,,,1954650,,,1435276
383330,,,1699777,,,1589182
383367,,,2853798,,,2804638
383400,,,,,,
383464,,,,,,
383507,,,,,,
383525,,,1547000,,,1908800
383765,,,,,,
383792,,,,,,
383899,,,,,,
383950,,,,,,
383996,848692,5294459,6400548,825294,5471180,6642673
384184,,,,,,
384193,,,,,,
384209,,,,,,
384254,,,,,,
384306,,,,,,
384333,,,45242751,,,49560794
384342,112974094,49013810,42163870,113513633,51258898,48968763
384360,,,,,,
384379,,,,,,
384388,,,,,,
384397,,,,,,
384412,,,,,,
384421,,,,,,
385008,,,,,,
385132,,,,,,
385503,,,,,,
385549,,,,,,
385619,,,,,,
386153,,,,,,
386472,,,,,,
387235,,,,,,
387660,,,,,,
387819,,,,,,
387925,,,,,,
388043,,,,,,
388520,,,,,,
388663,,,,,,
389727,,,,,,
389860,,,3150853,,,3318892
390701,,,,,,
390905,,,3013759,,,3088828
391005,,,,,,
391333,,,1333609,,,1164959
391546,,,,,,
391564,,,,,,
391582,,,,,,
391759,,,,,,
391810,,,,,,
392257,,,,,,
392354,,,,,,
392415,,,,,,
392798,,,,,,
392840,,,,,,
393180,,,,,,
393524,,,,,,
393649,,,,,,
393861,,,,,,
393977,,,,,,
395362,22530789,22584287,19841747,23193639,26269510,19454510
395690,,,,,,
397270,,,,,,
397641,,,,,,
397942,,,,,,
398130,,,,,,
398574,,,,,,
399212,,,58383001,,,61329858
399869,,,,,,
399911,,,,,,
400080,,,,,,
400187,,,,,,
400637,,,,,,
401223,,,,,,
401250,,,,,,
401339,,,,,,
401481,,,,,,
402563,,,,,,
402615,,,,,,
402776,,,,,,
402800,,,,,,
402828,,,,,,
403399,,,,,,
403414,,,,,,
403469,,,11103021,,,9219359
403478,,,11227081,,,10111436
403487,,,12753536,,,11516684
404037,,,,,,
404055,,,,,,
404073,,,,,,
404082,,,,,,
404222,,,,,,
404338,,,,,,
404365,,,,,,
404374,,,,,,
404383,,,,,,
404426,18475568,22182275,23563480,17105978,25538168,24828226
404480,17839593,56432791,75126241,16917576,59017562,47686859
404499,,,,,,
404505,,,,,,
404514,,,,,,
404648,,,,,,
404684,,,,,,
404718,,,,,,
404806,,,,,,
404912,,,,,,
404921,,,,,,
404994,,,,,,
405003,,,,,,
405012,,,,,,
405021,,,,,,
405058,,,,,,
405076,,,,,,
405748,,,,,,
405854,,,,,,
405872,9530463,-1772901,30952941,11715538,-3122139,32870932
405979,,,,,,
405988,,,,,,
405997,,,,,,
406006,,,,,,
406015,,,,,,
406024,,,,,,
406033,,,,,,
406051,,,,,,
406060,,,,,,
406149,,,,,,
406194,,,,,,
406200,,,,,,
406219,,,,,,
406264,,,,,,
406325,,,2401463,,,2107454
406361,,,906084,,,594578
406413,,,,,,
406422,,,1500447,,,1534734
406486,,,,,,
406495,,,,,,
406547,,,,,,
407054,,,,,,
407063,,,,,,
407090,,,,,,
407142,,,,,,
407151,,,,,,
407179,,,,,,
407285,,,,,,
407319,,,,,,
407328,,,,,,
407355,,,,,,
407391,,,,,,
407407,,,,,,
407425,,,,,,
407434,,,,,,
407452,,,1207688,,,1296859
407461,,,,,,
407470,,,,,,
407489,,,892939,,,904357
407504,,,3531939,,,4286008
407513,,,5447043,,,5593577
407522,,,377086,,,426884
407568,,,,,,
407577,,,2372970,,,2498830
407595,,,3910561,,,4102963
407601,,,,,,
407629,,,,,,
407683,,,,,,
407708,,,,,,
407726,,,,,,
407735,,,,,,
407744,,,,,,
407832,,,3615675,,,2953710
408039,,,,,,
408057,,,,,,
408066,,,,,,
408163,,,,,,
408312,,,,,,
408385,,,,,,
408394,9180163,12765470,19684155,8648028,13085595,11757185
408437,,,,,,
408844,,,,,,
408862,,,,,,
409032,,,,,,
409069,,,,,,
409120,,,2452437,,,2051048
409166,,,,,,
409193,,,,,,
409209,,,,,,
409245,,,,,,
409254,,,,,,
409315,83956726,229691712,185373929,79954177,257032021,188395390
409333,,,,,,
409379,5257997,13642636,34220843,5514993,18991884,36789936
409537,,,644465,,,1206138
409591,,,2324016,,,2365055
409616,,,,,,
409670,,,,,,
409698,88368171,279982892,93444710,87762925,280364969,104541708
409829,,,,,,
409838,,,,,,
409874,,,,,,
410034,,,,,,
410070,,,,,,
410256,,,,,,
410283,,,,,,
410496,,,,,,
410502,,,,,,
410520,,,,,,
410539,,,,,,
410788,,,,,,
410797,,,,,,
410964,,,,,,
411055,,,,,,
411374,,,,,,
411684,,,,,,
411754,,,,,,
412003,,,,,,
412173,,,,,,
412535,,,456300,,,495826
412544,,,,,,
412599,,,,,,
412650,,,,,,
413176,,,275771,,,327169
413185,,,,,,
413343,,,,,,
413413,,,,,,
413617,,,,,,
413626,2034700,7743389,5845126,1844371,8129582,6884264
413635,,,,,,
413644,,,,,,
413680,,,,,,
413778,,,,,,
413802,227877,941745,2048120,231118,1209668,2463897
413820,,,,,,
413839,,,,,,
413848,,,,,,
413857,,,,,,
413866,,,,,,
413884,,,,,,
413918,,,,,,
413945,,,,,,
413972,,,,,,
414054,,,,,,
414063,,,,,,
414124,,,,,,
414160,,,,,,
414452,,,,,,
414461,,,,,,
414489,,,,,,
414531,,,,,,
414540,,,,,,
414559,,,,,,
414568,,,,,,
414586,,,,,,
414595,,,,,,
414708,,,,,,
414823,,,,,,
414841,,,,,,
414850,,,,,,
414869,,,,,,
414878,,,,,,
414911,4717764,9390484,14381426,5407172,9929489,15190058
414939,,,,,,
414966,,,,,,
415039,,,,,,
415057,,,,,,
415729,,,,,,
415774,,,,,,
415987,,,,,,
416458,,,,,,
416670,,,,,,
416801,,,5782091,,,6189056
416962,,,,,,
416971,,,,,,
416980,,,,,,
417008,,,,,,
417062,,,,,,
417105,,,13316158,,,12314618
417123,,,4845226,,,6208418
417132,,,,,,
417150,,,590371,,,
417178,,,1280430,,,901938
417187,,,593270,,,449102
417211,,,114786,,,
417248,,,1618052,,,1147590
417257,,,574624,,,493061
417275,,,323181,,,338397
417318,,,,,,
417327,,,,,,
417345,,,,,,
417381,,,,,,
417390,,,,,,
417406,,,,,,
417442,,,1667150,,,1730597
417503,,,,,,
417549,,,,,,
417567,,,,,,
417576,,,,,,
417600,,,,,,
417628,,,1481656,,,1345381
417637,,,1480900,,,1371280
417646,,,261707,,,267187
417655,,,994084,,,377762
417673,,,445183,,,351708
417682,,,331918,,,424025
417716,,,1705988,,,1620368
417725,,,,,,
417734,,,,,,
417743,,,,,,721941
417752,,,,,,
417789,,,,,,
417804,,,,,,
417831,,,2130575,,,2047952
417840,,,,,,
417868,,,333887,,,365860
417886,,,1010987,,,1035023
417901,,,,,,
417910,,,3951488,,,4106192
417947,,,312422,,,321427
417983,,,644688,,,670997
417992,,,709042,,,680964
418001,,,1797922,,,1753969
418010,,,504553,,,515048
418029,,,840700,,,976654
418038,,,1843025,,,2200848
418056,,,1092158,,,1084310
418065,,,3760854,,,3620945
418083,,,930386,,,940794
418126,,,,,,
418162,,,,,,
418171,,,,,,
418199,,,1527663,,,1597977
418205,,,2678939,,,3166395
418223,,,1032556,,,1101153
418250,,,9381329,,,4006206
418269,,,,,,
418278,,,1127773,,,1409862
418287,,,11128587,,,11390352
418296,,,11038579,,,11476619
418302,,,10853190,,,11882038
418320,,,10745666,,,11418430
418339,,,21083004,,,19337045
418348,,,10325034,,,11594459
418357,,,3563859,,,3655237
418384,,,,,,
418409,,,1094255,,,1070974
418427,,,1898026,,,1872046
418445,,,559509,,,734473
418454,,,7398953,,,7791410
418481,,,514503,,,562326
418506,,,355210,,,435134
418515,,,1334937,,,1350267
418524,,,887406,,,892887
418533,,,5346304,,,4925721
418542,,,1530891,,,1829384
418560,,,1073474,,,1697037
418588,,,731094,,,825934
418603,,,695549,,,757415
418612,,,450182,,,465753
418658,,,,,,
418676,,,1003953,,,1414020
418700,,,,,,
418755,,,,,,
418764,,,,,,
418773,,,,,,
418782,,,,,,
418870,,,,,,
418889,,,,,,
418913,,,,,,
418968,,,,,,
419022,,,,,,
419031,,,504872,,,354859
419095,,,1036853,,,962568
419147,,,,,,
419156,,,,,,
419183,,,,,,
419217,,,,,,
419226,,,7645084,,,6605914
419235,,,,,,
419244,,,,,,
419253,,,,,,
419262,,,,,,
419271,,,,,,
419280,,,,,,
419314,,,,,,
419332,,,111505,,,81998
419341,,,,,,
419411,,,,,,
419420,,,524167,,,696576
419439,,,,,,
419457,,,,,,
419484,,,469309,,,587492
419509,,,,,,
419536,,,,,,
419572,,,,,,
419633,,,,,,
419660,,,,,,
419703,,,,,,
419712,,,,,,
419721,,,,,,
420006,,,,,,
420024,,,,,,
420042,,,,,,
420103,,,,,,
420130,,,,,,
420194,,,,,,
420200,,,,,,
420246,,,,,,
420255,,,,,,
420307,,,,,,
420316,,,,,,
420325,,,,,,
420343,,,,,,
420352,,,,,,
420370,,,,,,
420398,,,61081143,,,69000800
420404,,,,,,
420431,616352,7172705,9480687,1718595,29227578,27116494
420440,4453185,8229656,8962511,4342197,8604915,8857570
420459,,,,,,
420468,,,2753697,,,4283950
420495,,,,,,
420501,,,,,,
420538,12000250,25064730,18366340,11410449,26695923,16450052
420556,23505604,21414898,15686243,22188729,21773107,12515150
420608,,,,,,
420705,,,,,,
420723,11451732,9409779,7944539,11392559,9421183,4995460
420802,0,999299,30616171,0,1837161,26210689
420866,,,,,,
420972,,,,,,
420981,,,,,,
421009,,,,,,
421018,,,,,,
421513,,,,,,
421540,,,2132773,,,2239131
421559,,,1007493,,,1181612
421586,,,,,,
421610,,,,,,
421665,,,,,,
421708,,,,,,
421717,,,283039,,,317268
421771,,,,,,
421832,,,,,,
421841,,,,,,
421878,,,,,,
421896,,,,,,
422020,,,,,,
422190,,,,,,
422695,,,,,,
422835,,,,,,
423120,,,,,,
423397,,,,,,
423412,,,,,,
423476,,,,,,
423582,,,,,,
423643,,,,,,
423652,23700081,13214152,6827940,23010040,14043201,8306420
423670,,,,,,
423980,,,,,,
424424,,,,,,
425250,,,,,,
425393,,,,,,
425870,,,,,,
425889,,,,,,
425986,,,,,,
426314,,,,,,
427025,,,,,,
427308,,,,,,
427335,,,,,,
427663,,,,,,
427894,,,,,,
427919,,,,,,
427973,,,,,,
427982,,,,,,
427991,,,2502471,,,3073761
428000,,,,,,
428019,,,3169010,,,3510375
428037,,,,,,
428055,,,,,,
428073,,,,,,
428125,,,,,,
428143,,,,,,
428170,,,,,,
428259,,,,,,
428268,,,,,,
428286,,,,,,
428295,,,,,,
428329,,,,,,
428338,,,,,,
428392,9007537,16991925,16477915,9049487,23576799,21879023
428426,498904020,192862681,29030867,492242960,204800617,23809034
428444,,,,,,
429012,,,,,,
429085,,,,,,
429094,,,,,,
429100,,,,,,
429128,,,,,,
429599,,,,,,
430050,,,,,,
430087,,,,,,
430096,,,,,,
430102,,,,,,
430148,,,,,,
430157,,,,,,
430166,,,,,,
430175,,,,,,
430184,,,,,,
430218,,,,,,
430227,,,,,,
430245,,,,,,
430254,,,,,,
430263,,,,,,
430306,,,,,,
430342,,,,,,
430351,,,,,,
430360,,,,,,
430379,,,,,,
430388,,,,,,
430403,,,,,,
430421,,,,,,
430485,,,,,,
430500,,,26430,,,39590
430564,,,,,,
430582,,,,,,
430591,,,,,,
430643,,,,,,3345799
430670,,,,,,
430704,,,,,,
430795,,,3048807,,,3346552
430810,,,,,,
430847,,,,,,
430883,,,398794,,,401342
430908,,,1921347,,,2162016
430935,,,,,,
430971,,,1499733,,,1297550
430980,,,,,,
430999,,,,,,
431017,,,5886275,,,6708544
431026,,,,,,
431071,,,,,,
431099,,,,,,
431105,,,902096,,,844651
431123,,,,,,
431141,,,,,,
431169,,,3315993,,,3619177
431187,,,994103,,,1121405
431196,,,1771270,,,1823868
431202,,,213639,,,321341
431248,,,,,,
431266,,,460926,,,444280
431275,,,634231,,,671466
431284,,,,,,
431309,,,,,,
431558,,,4907127,,,5372782
431594,,,,,,
431600,,,,,,
431637,,,,,,
431691,,,465500,,,493252
431707,,,421684,,,418998
431716,,,1963498,,,2428813
431770,,,788836,,,674944
431877,,,131077,,,806177
431886,,,,,,
431929,,,,,,
431956,,,,,,
431965,,,,,,
431983,,,,,,
432074,,,,,,
432117,,,,,,
432144,24026337,406160177,12938296,29356937,428509528,13738873
432199,,,,,,
432214,,,,,,
432223,,,,,,
432232,,,,,,
432241,,,,,,
432269,,,,,,
432302,,,,,,
432348,,,,,,
432357,,,,,,
432384,,,,,,
432524,,,,,,
432533,,,,,,
433004,,,,,,
433013,,,,,,
433040,,,327525,,,461132
433068,,,4327810,,,4408673
433101,,,,,,
433138,,,1849937,,,1843864
433165,,,,,,
433174,69213,3750533,7786932,27313,4081383,7980958
433217,,,,,,
433387,,,,,,
433420,,,,,,
433466,,,,,,
433536,,,,,,
433563,,,,,,
433660,157846709,342901582,157969155,238078232,371231643,192581260
433970,,,,,,
434016,,,,,,
434034,,,,,,
434052,,,,,,
434061,6969180,5358429,14230566,5744919,7760834,18678464
434122,,,,,,
434140,,,,,,
434159,,,,,,
434274,,,,,,
434283,,,,,,
434308,,,,,,
434317,,,,,,
434326,,,,,,
434344,,,,,,
434362,,,,,,
434380,,,,,,
434414,,,,,,
434432,,,,,,
434441,,,,,,
434469,,,,,,
434496,,,,,,
434502,,,,,,
434520,,,,,,
434539,,,,,,
434548,,,,,,
434557,,,,,,
434566,,,,,,
434575,,,,,,
434584,1147466,3170484,13563593,,,
434672,28469022,129613250,206568215,28312115,136971813,217527242
434690,,,,,,
434715,,,,,,
434751,,,,,,
434812,,,,,,
434821,,,,,,
434830,,,,,,
434900,,,,,,
434937,,,,,,
434946,,,,,,
434955,,,,,,
434964,,,,,,
434973,,,,,,
434982,,,,,,
434991,,,,,,
435000,152280958,358343046,617525720,197839259,348604499,582464820
436003,,,,,,
436012,,,,,,
436021,,,,,,
436030,,,,,,
436067,,,,,,
436094,,,,,,
436100,,,,,,
436182,,,,,,
436191,,,,,,
436225,,,,,,
436261,,,,,,
436270,,,,,,
436289,,,,,,
436304,2100468,-1020458,9738836,3295489,-1247346,11169704
436429,,,,,,
436438,,,,,,
436465,,,,,,
436483,,,,,,
436526,,,,,,
436553,,,,,,
436562,,,,,,
436599,,,,,,
436614,,,,,,
436632,,,,,,
436641,,,,,,
436650,,,,,,
436702,,,,,,
436775,,,,,,
436784,,,,,,
436818,,,,,,
436827,,,,,,
436836,,,,,,
436854,,,,,,
437042,,,,,,
437051,,,,,,
437060,,,,,,
437097,,,,,,
437103,13066334,27868100,36795612,15361381,32086078,44111127
437219,,,,,,
437237,,,,,,
437316,,,,,,
437325,,,,,,
437343,,,,,,
437361,,,,,,
437501,,,,,,
437529,,,,,,
437556,,,,,,
437565,,,,,,
437583,,,,,,
437608,,,,,,
437635,,,,,,
437653,,,,,,
437662,,,,,,
437705,,,,,,
437723,,,,,,
437732,,,,,,
437750,,,,,,
437769,,,,,,
437778,,,,,,
437848,,,,,,
437857,,,,,,
437884,,,,,,
437927,,,,,,
437936,,,,,,
438036,,,,,,
438151,,,,,,
438179,,,,,,
438197,,,,,,
438212,,,,,,
438258,,,,,,
438267,,,,,,
438285,,,,,,
438294,,,,,,
438337,,,,,,
438382,,,,,,
438416,,,,,,
438498,,,,,,
438504,,,,,,
438586,,,,,,
438601,,,,,,
438610,,,,,,
438629,,,,,,
438638,,,,,,
438647,,,,,,
438656,,,,,,
438665,411049853,170309383,34367530,410816719,182516011,32570022
438674,,,,,,
438708,2085359,8998863,4592295,2131810,9464902,5761646
438735,,,,,,
438805,,,,,,
438869,,,,,,
438887,,,,,,
438902,,,,,,
438966,,,,,,
438984,,,,,,
439020,,,,,,
439039,,,,,,
439057,,,,,,
439118,,,,,,
439127,,,,,,
439136,,,,,,
439145,10287486,65633373,49637301,10133075,76638857,42792115
439154,3029817,11239345,16890293,3353238,15205206,18467460
439163,,,,,,
439190,3612228,118777028,34054461,3847180,117664795,23344541
439279,,,,,,
439288,,,,,,
439297,,,,,,
439303,,,,,,
439312,,,,,,
439330,,,,,,
439367,,,,,,
439394,,,,,,
439400,,,,,,
439437,,,,,,
439446,,,,,,
439455,,,,,,
439473,,,,,,
439482,,,,,,
439491,,,,,,
439507,,,,,,
439525,,,,,,
439570,,,,,,
439589,,,,,,
439604,,,,,,
439613,,,,,,
439622,,,2401116,,,3120296
439631,,,,,,
439668,,,,,,
439686,,,,,,
439695,,,,,,
439701,,,,,,
439729,,,,,,
439738,,,,,,
439747,,,,,,
439756,,,,,,
439774,,,,,,
439783,,,,,,
439792,,,,,,
439817,,,,,,
439826,,,,,,
439844,,,,,,
439862,,,,,,
439871,,,,,,
439899,,,,,,
439905,,,,,,
439914,,,,,,
439932,,,,,,
439969,,,,,,
439978,,,,,,
439996,,,,,,
440004,,,,,,
440031,,,,,,
440059,,,,,,
440077,,,,,,
440086,,,,,,
440101,,,,,,
440110,,,,,,
440129,,,,,,
440138,,,,,,
440147,,,,,,
440165,,,,,,
440174,,,,,,
440217,,,323604,,,355518
440226,,,,,,
440235,,,,,,
440244,13078094,22410729,28277161,11633340,22410730,33298916
440262,,,,,,
440271,,,,,,
440299,,,,,,
440305,,,,,,
440323,,,,,,
440332,,,,,,
440341,,,,,,
440369,,,,,,
440378,,,,,,
440396,,,,,,
440402,7192349,21416835,17906857,7265003,23181318,18552337
440411,,,,,,
440420,,,,,,
440439,,,,,,
440448,,,,,,
440457,,,,,,
440466,,,,,,
440484,,,,,,
440536,,,,,,
440545,,,,,,
440572,,,,,,
440581,,,,,,
440590,,,,,,
440624,4908756,2442499,15230541,5417540,3787319,17992369
440642,,,,,,
440651,,,,,,
440721,,,,,,
440730,,,5481918,,,4760010
440749,,,,,,
440758,,,,,,
440767,,,,,,
440776,,,,,,
440794,,,,,,
440800,,,,,,
440819,,,,,,
440828,,,,,,
440846,,,,,,
440855,,,,,,
440873,,,,,,
440882,,,,,,
440891,,,,,,
440907,,,,,,
440916,,,,,,
440925,,,,,,
440952,,,,,,
440970,,,,,,
440989,,,,,,
441016,,,,,,
441025,,,,,,
441052,,,,,,
441070,508879,456904,616722,664326,610779,627027
441089,,,,,,
441104,,,,,,
441131,,,,,,
441159,,,,,,
441168,,,,,,
441186,,,,,,
441195,,,,,,
441201,,,,,,
441210,,,827311,,,1191044
441229,,,,,,
441238,,,,,,
441256,,,,,,
441274,,,,,,
441308,,,,,,
441317,,,847191,,,691000
441335,,,475817,,,567777
441353,,,322603,,,310050
441362,,,,,,
441371,,,,,,
441380,,,,,,
441399,,,,,,
441405,,,,,,
441414,,,432577,,,724943
441423,,,,,,
441432,,,,,,
441441,,,,,,
441478,,,,,,
441487,,,,,,
441496,,,,,,
441502,,,,,,
441511,,,,,,
441548,,,,,,
441575,,,,,,
441584,,,,,,
441593,,,596416,,,613629
441609,,,,,,
441618,,,,,,
441627,,,,,,
441636,,,,,,
441645,,,,,,
441663,,,,,,
441672,,,72870,,,107164
441681,,,,,,
441690,,,,,,
441706,,,,,,
441733,,,,,,
441742,,,,,,
441751,,,,,,
441760,8052029,22613418,30654744,9002110,22693484,34145838
441779,,,,,,
441788,,,,,,
441797,,,,,,
441830,,,,,,
441858,,,,,,
441876,,,,,,
441894,,,1132901,,,1161519
441900,2835000,38174000,24379000,2485000,39727000,26838000
441919,,,,,,
441928,,,,,,
441937,294254582,206365622,95665202,307650415,260125990,151298752
441955,,,,,,
441964,,,,,,
441973,,,,,,
441982,,,,,,
442000,,,,,,
442037,,,,,,
442046,,,,,,
442064,,,,,,
442073,,,,,,
442134,,,,,,
442143,,,,,,
442152,,,,,,
442161,,,,,,
442170,,,,,,
442189,,,,,,
442204,,,,,,
442213,,,,,,
442222,,,,,,
442231,,,,,,
442240,,,,,,
442295,,,,,,
442310,,,,,,
442329,,,,,,
442338,,,,,,
442347,,,,,,
442356,,,,,,
442365,,,,,,
442383,,,,,,
442392,,,,,,
442408,,,,,,
442426,,,,,,
442435,,,,,,
442444,,,,,,
442462,,,,,,
442499,,,,,,
442505,,,,,,
442523,,,,,,
442569,,,,,,
442578,,,,,,
442602,,,,,,
442611,,,,,,
442620,,,,,,
442639,,,,,,
442648,,,,,,
