UNITID,F1A13_10,F1A18_10,F1B25_10,F1A13_11,F1A18_11,F1B25_11
156213,,,,,,
156222,,,,,,
156231,,,35071221,,,31479323
156277,,,,,,
156286,,,,,,
156295,,,,,,
156310,,,,,,
156338,,,20879988,,,25042635
156356,,,,,,
156365,,,,,,
156392,,,73455101,,,88750255
156408,,,,,,
156417,,,,,,
156426,,,,,,
156444,,,,,,
156471,,,,,,
156541,,,,,,
156620,105363912,253006090,297519027,99946250,320421311,332578955
156648,,,52739467,,,44807016
156675,,,,,,
156727,,,,,,
156745,,,,,,
156754,,,,,,
156790,,,35318982,,,35462116
156842,,,,,,
156851,,,18508294,,,16179793
156860,,,24952889,,,25141782
156903,,,,,,
156921,,,84647262,,,85220704
156949,,,,,,
156967,,,,,,
157021,,,,,,
157030,,,,,,
157058,17981262,105396228,78900536,17117182,115979215,78667824
157076,,,,,,
157085,1154663712,2389976953,2312410083,1142694648,2632162398,2467064269
157100,,,,,,
157207,,,,,,
157216,,,,,,
157234,,,,,,
157270,,,,,,
157289,480004000,772347000,803746000,470401000,804502000,837316000
157298,,,,,,
157304,,,28878072,,,28718961
157331,,,31401208,,,31185381
157359,,,,,,
157377,,,,,,
157386,75099066,168362082,156110088,70767401,176025501,155336509
157395,,,,,,
157401,77044399,207764186,171577279,73484256,220174891,178352154
157438,,,33651656,,,34312157
157447,137908000,274900000,221074000,130973000,318439000,252316000
157456,,,,,,
157465,,,,,,
157483,,,44064383,,,39738266
157508,,,,,,
157535,,,,,,
157553,,,33309376,,,33314716
157599,,,,,,
157614,,,,,,
157632,,,,,,
157650,,,,,,
157669,,,,,,
157678,,,,,,
157696,,,,,,
157711,,,53582737,,,49995281
157739,,,33701052,,,30662027
157748,,,,,,
157757,,,,,,
157766,,,,,,
157793,,,,,,
157809,,,,,,
157818,,,,,,
157827,,,,,,
157854,164932392,824670328,101692843,192548478,879228935,119488782
157863,,,,,,
157951,176928598,352980014,331437665,171291378,377566333,331350361
158088,7235923,-284243,18464923,7890745,-380508,20063066
158158,,,,,,
158219,,,,,,
158246,,,,,,
158325,,,,,,
158334,,,,,,
158343,,,,,,
158352,6662534,-1650510,15892739,6959117,-1099087,15392283
158431,14468445,-7659688,39011629,16889237,-6920943,47409944
158440,,,,,,
158477,,,,,,
158538,,,,,,
158617,,,,,,
158644,,,,,,
158662,50783667,31996839,126175917,57542264,32829350,145306433
158723,,,,,,
158769,3979986,4687281,14936695,4025875,4948639,14779890
158778,,,,,,
158787,,,,,,
158802,,,,,,
158884,5371793,16024005,11515936,5539978,17082623,14148383
159009,140039829,72950825,92495691,143612809,71397803,102627188
159027,,,,,,
159197,,,,,,
159258,,,,,,
159267,,,,,,
159319,,,,,,
159328,,,,,,
159373,131705174,267638230,449537211,145689897,286271283,464311387
159382,15276877,15489986,30751563,17387426,22361472,33246913
159391,813153117,671242333,1014677851,850596870,699923859,1022179346
159407,14311383,13776564,23339568,16180447,16558267,27876182
159416,11037542,27189409,42458442,12163278,27891464,45561075
159443,12216248,5706987,30287236,13012554,6864105,34143057
159513,,,,,,
159522,,,,,,
159531,,,,,,
159568,,,,,,
159601,,,,,,
159638,11964485,74668322,21797971,13562382,69202661,8241783
159647,134519859,161366259,179212625,139597618,193031594,189774205
159656,,,,,,
159717,59215480,76204580,102249055,63999798,86417441,115823396
159939,126125712,136646125,202677718,131497339,143815201,215922737
159948,,,,,,
159966,92340920,52997235,92262094,106891100,60792438,97682216
159993,124072810,85770860,130916525,130116971,90034937,140576675
160010,7372188,5652797,20967784,7425432,6410231,21097190
160029,,,,,,
160038,41287673,70061859,106422754,45784824,77352372,115962838
160065,,,,,,
160074,,,,,,
160117,,,,,,
160126,,,,,,
160135,,,,,,
160199,,,,,,
160320,,,,,,
160409,,,,,,
160445,,,,,,
160472,,,,,,
160481,3473034,4557194,11215460,4154737,4830424,13443808
160524,,,,,,
160533,3334896,-1717988,6304761,3959040,-2238996,5803278
160579,5828898,6745742,16953151,7154753,8026601,19516245
160597,,,,,,
160612,144777979,91195058,170727803,185865322,105264926,192989803
160621,128570302,106419452,170511696,125182544,104099498,153826276
160630,54730370,47436132,45163785,60900013,44693532,44668097
160649,25872612,5281347,28825797,28375047,4915873,32588745
160658,106761214,274397617,236614729,255792769,308822575,277080925
160667,4996145,-488648,14503097,5641203,-348438,17230806
160685,,,,,,
160755,,,,,,
160904,,,,,,
160913,5833002,2461449,14414458,6118073,2653307,15225903
160940,,,,,,
160959,,,,,,
160968,,,,,,
160977,,,,,,
160995,,,,,,
161004,,,,,,
161022,,,,,,
161059,,,,,,
161077,7415023,16425422,20196369,7428517,17962390,20209314
161086,,,,,,
161138,7826993,22426539,18140920,7715424,23251170,19437864
161165,,,,,,
161192,3475344,12249002,13873268,3116177,14541705,19395293
161208,,,,,,
161217,5694000,38816000,47213000,6820000,43645000,49723000
161226,15540000,51796000,46119000,17020000,55093000,47476000
161235,9175000,11112000,14973000,9268000,11181000,14721000
161244,7004000,10079000,12983000,6940000,10105000,13348000
161253,123616000,360109000,351010000,120835000,405673000,378816000
161280,83997000,67147000,35634000,84821000,79159000,39857000
161299,7174983,46611191,34049356,8052672,49436511,36153494
161341,3791000,24492000,20276000,4592000,26406000,22290000
161457,,,,,,
161484,1645954,12534458,14256688,2620187,13049801,14304959
161493,,,,,,
161509,,,,,,
161518,,,,,,
161527,,,,,,
161545,16636179,32565163,38979991,16316253,34629829,40603375
161554,103254000,143655000,192831000,105250000,156112000,196395000
161563,,,,,,
161572,,,,,,
161581,795334,12641618,8620348,664803,13197692,7358939
161615,,,,,,
161651,,,,,,
161688,4736505,36604339,37096724,4296524,37731173,38556374
161767,32989124,82261966,127786559,37592613,74185687,140474430
161776,,,,,,
161800,,,,,,
161855,,,,,,
161864,11290389,85017783,79836491,12232823,89745747,81097630
161873,48613079,60426657,102613252,45561939,84060819,124811203
161882,,,,,,
162007,26470175,110828750,96036460,30496375,151632740,122215085
162061,,,,,,
162104,5394537,52395116,37086404,4462103,51426087,29932595
162122,13878303,89771773,71407054,16862976,92118851,75598797
162168,5731194,51826518,33699135,5851135,52406760,29087077
162210,,,,,,
162283,36969299,239410207,112991810,43079555,236114615,81866735
162335,,,,,,
162371,,,,,,
162557,4684217,67878678,58373153,16770552,68312942,55275497
162584,27554430,74315902,90393048,37490526,82677568,101255978
162609,3232537,15906391,15895559,3139031,27242714,28228267
162654,,,,,,
162681,,,,,,
162690,6702095,64570095,43080553,9178470,79963445,60996247
162706,6962082,93476036,54539375,6513254,94091505,55179957
162760,,,,,,
162779,26385022,157827395,91838732,27622816,164642150,99593084
162830,,,,,,
162928,,,,,,
162982,,,,,,
163028,,,,,,
163046,,,,,,
163107,,,,,,
163204,67352167,277588135,325653384,74232599,324123121,356317127
163259,305415691,743323539,985330661,304000333,793234425,1008687836
163268,135456359,195177473,333068239,145199892,228007039,374331223
163286,561832792,1492754410,1522797903,551559099,1636084220,1618989237
163295,,,,,,
163338,68308149,133972132,99754648,64913211,137548998,104498153
163347,,,,,,
163408,,,,,,
163426,87734452,377812237,321815798,85466556,408237917,304266073
163453,104701465,284648655,192927305,102183105,320501755,219929872
163462,,,,,,
163532,,,,,,
163541,,,,,,
163578,,,,,,
163657,19004773,128287517,122899686,19051911,145954218,135114909
163736,,,,,,
163754,,,,,,
163815,,,,,,
163842,,,,,,
163851,74030323,228737189,141049934,107465034,263498594,156942934
163912,50635914,116724458,67091495,46623566,119188311,68020490
163921,,,,,,
163976,,,,,,
164058,,,,,,
164076,148518382,435611907,372916865,216932350,498342681,379808353
164085,,,,,,
164100,,,,,,
164146,183333077,156752614,33478966,128183750,177257036,46105701
164155,,,432629766,,,443299678
164173,,,,,,
164207,,,,,,
164216,,,,,,
164243,,,,,,
164270,,,,,,
164313,8160436,62306473,38606837,5894104,77716722,53544645
164438,,,,,,
164447,,,,,,
164465,,,,,,
164474,,,,,,
164492,,,,,,
164535,,,763949,,,861103
164562,,,,,,
164571,,,,,,
164580,,,,,,
164599,,,,,,
164614,,,,,,
164632,,,,,,
164641,,,,,,
164678,,,,,,
164720,,,,,,
164739,,,,,,
164748,,,,,,
164775,4429724,9705218,24302375,4500788,11560240,26624279
164845,,,,,,
164872,,,,,,
164915,,,,,,
164924,,,,,,
164933,,,,,,
164988,,,,,,
165015,,,,,,
165024,67732281,72808406,144787257,111584330,82934113,159354394
165033,7614731,27846650,59008138,8955829,31385872,62290690
165060,,,,,,
165112,19898205,32376659,75835222,20129677,36147063,79684816
165167,,,,,,
165194,6579926,17169356,32495665,6243996,18365642,32358826
165255,,,,,,
165264,,,,,,
165334,,,,,,
165495,,,,,,
165529,,,,,,
165556,,,,,,
165574,,,,,,
165608,,,577630,,,535423
165635,,,,,,
165644,,,,,,
165662,,,,,,
165671,,,,,,
165699,,,,,,
165705,,,,,,
165750,,,,,,
165802,,,,,,
165820,25895542,66941564,79297988,45437505,80129966,86225591
165866,37652706,63509572,67629029,49811011,67025324,74316014
165884,,,,,,
165936,,,,,,
165945,,,,,,
165981,4053799,23298571,32620936,4518687,42709522,45533341
166009,,,,,,
166018,,,,,,
166027,,,,,,
166045,,,,,,
166054,,,,,,
166063,,,,,,
166124,,,,,,
166133,13880897,33889190,57719644,13548676,39252096,65666315
166276,,,,,,
166294,,,,,,
166319,,,,,,
166328,,,,,,
166391,,,,,,
166407,,,,,,
166452,,,,,,
166489,,,,,,
166498,,,,,,
166513,218475000,182289000,303290000,321831000,213469000,305470000
166586,,,,,,
166595,,,,,,
166601,,,,,,
166629,762530000,815916000,903493000,936484000,883816000,939564000
166638,201303000,223634000,325170000,384595000,248634000,323505000
166647,5960236,14642095,45116823,7399845,11818581,42072128
166656,,,,,,
166665,131595000,87762000,106367000,114493000,109475000,104451000
166674,20778464,27163761,52300263,20497765,32996906,59239872
166683,,,,,,
166692,13131292,42258293,48759828,13889726,60512784,60368195
166708,547025198,447801504,892796276,576981686,443737588,976796748
166717,,,,,,
166805,,,,,,
166823,9175185,22274306,63253590,12017205,26936229,64710707
166850,,,,,,
166869,,,,,,
166887,18222543,32728743,68753249,18533396,35965882,69185261
166911,,,,,,
166939,,,,,,
166948,,,,,,
166957,9614749,12941741,45274472,13614676,18346732,49102338
166975,,,,,,
166984,,,,,,
167020,,,,,,
167039,,,,,,
167057,,,,,,
167093,,,,,,
167181,,,,,,
167215,,,,,,
167224,,,,,,
167251,,,,,,
167260,,,,,,
167288,9125890,25346468,40271393,8786675,28556082,43268051
167297,,,,,,
167312,21082509,41874597,66608666,21559561,60617683,79621195
167321,,,,,,
167358,,,,,,
167376,8237568,19968389,49626138,7827869,24710941,56815162
167394,,,,,,
167455,,,,,,
167464,,,,,,
167525,5235645,12290498,20007120,5684322,12407527,20421137
167534,12924968,33576776,62076070,12447270,32369949,60532393
167543,,,,,,
167598,,,,,,
167631,5823094,29544943,29441879,5277410,28628756,28772464
167677,,,,,,
167729,30659560,70236330,121714687,32394574,87967028,148289557
167738,,,,,,
167783,,,,,,
167792,,,,,,
167835,,,,,,
167871,,,3960975,,,4194239
167899,,,,,,
167905,17991344,33577042,73188806,17386987,37096908,75189919
167987,228869000,65119000,220078000,284350000,78678000,233051000
167996,,,,,,
168005,,,,,,
168032,,,,,,
168148,,,,,,
168218,,,,,,
168227,,,,,,
168254,,,,,,
168263,17973570,55120861,96009918,23239158,61557585,95781079
168281,,,,,,
168290,,,,,,
168342,,,,,,
168421,,,,,,
168430,26493494,82517422,73231112,26053834,87162957,82586625
168519,,,,,,
168528,,,,,,
168546,,,,,,
168555,,,,,,
168573,,,,,,
168591,,,,,,
168607,4794165,16107962,19677801,5453270,15842791,19647560
168740,,,,,,
168786,,,,,,
168838,,,,,,
168847,,,,,,
168883,12616011,24031053,22345731,11287021,24370641,23133713
168892,,,,,,
169080,,,,,,
169099,,,,,,
169187,,,,,,
169220,,,,,,
169248,259674436,545292205,434311558,249434679,634562259,477369258
169275,80857231,99929417,116372230,71338379,106656969,120462206
169284,,,,,,
169327,,,,,,
169363,,,,,,
169424,,,,,,
169442,,,,,,
169479,,,,,,
169503,,,,,,
169521,7512379,141572941,101723386,7571084,148566952,103927571
169567,,,,,,
169576,,,,,,
169628,,,,,,
169655,,,,,,
169716,,,,,,
169734,,,,,,
169761,,,,,,
169798,335635675,231072256,337164168,330997250,255766039,367606254
169910,162412476,250831671,239141379,166708156,295355325,269996737
169947,,,,,,
169974,4903741,11659238,17830466,4496804,12194801,15193969
169983,,,,,,
169992,5791749,9999972,11733550,5495443,10633493,12807683
170000,,,,,,
170037,,,,,,
170046,,,,,,
170055,74643484,100087420,150482502,71475029,110628883,160669919
170082,328331371,538757542,398046223,350750853,589076218,417571931
170091,,,,,,
170240,58481347,77107773,113164740,56664655,78140861,114408892
170301,,,,,,
170417,,,,,,
170444,49208941,48424369,59924782,45327794,62299103,73529435
170514,,,,,,
170532,,,,,,
170541,8322750,122847245,79410715,8391509,125098940,84076876
170550,15807231,56882353,56084309,15406759,61961191,57710679
170587,6142555,16189855,21770271,4783764,15969401,21809742
170611,,,,,,
170620,11599072,49604548,40440866,11456006,54395920,44370530
170639,33219194,46934537,47918425,31990418,47958386,50024164
170657,77813280,130448653,144396813,72006499,137988429,151252301
170675,,,,,,
170736,,,,,,
170790,16322781,314964760,156935340,31340407,324748804,160237117
170806,,,,,,
170842,,,,,,
170967,,,,,,
170976,4298007000,9016385000,5786349000,4678454000,10560068000,6793500000
171012,,,,,,
171100,1375797861,2467778487,2006353207,1410857888,2724532091,2153808922
171128,100967000,200990000,213646000,107438000,200067000,220044000
171137,31351000,162468000,115335000,30337000,167714000,123955000
171146,23411000,184135000,106729000,23081000,196480000,119898000
171155,6328066,41936550,37067225,6073809,45797244,38433651
171225,3201824,40884482,32800931,3056247,39959981,33704191
171234,5849848,18844033,20071716,5056196,18943124,18638989
171261,,,,,,
171298,,,,,,
171304,26830663,27439357,41371224,24794023,29236888,41150990
171313,,,,,,
171322,,,,,,
171395,3958401,28928612,24075241,9691964,32688319,25251124
171456,135111461,219277330,159273894,123371229,225135831,164364672
171465,,,,,,
171483,34215928,56328588,51948829,32239536,58197393,56843656
171492,,,,,,
171535,30746573,363107032,214599632,28040861,371577772,206207108
171571,177020829,321080996,262653264,180528481,355495486,282704949
171599,,,,,,
171775,,,,,,
171881,,,,,,
171988,,,,,,
171997,,,,,,
172015,,,,,,
172033,,,,,,
172051,161542547,201758300,148061135,159415697,216334269,143257019
172200,16303616,131117535,92463130,14024953,136853966,92834737
172264,,,,,,
172291,9345619,52135727,41427061,6627091,53895713,40860601
172307,26367524,40993059,34943146,26784707,45965671,32493605
172325,,,,,,
172334,,,,,,
172422,,,14044341,,,14330619
172440,,,,,,
172477,,,,,,
172495,,,,,,
172556,,,,,,
172574,,,,,,
172583,,,,,,
172608,,,,,,
172617,52751068,127096354,126410454,48438619,134267870,126259730
172635,35739332,222096097,182851968,22411519,251012244,183653615
172644,697678982,894726532,819727059,707846223,879055633,824315837
172671,3464581,33506538,17662661,2013006,37889378,20910552
172699,488712665,328175223,501666725,547637000,358385526,536945195
172705,,,,,,
172802,,,,,,
172866,,,,,,
172918,12966000,24559000,27998000,12120000,25543000,27441000
172927,,,,,,
172954,7191000,20833000,21950000,7224000,19945000,20631000
172963,18313000,48165000,56492000,24644000,51812000,59144000
172972,,,,,,
173045,,,,,,
173063,9147000,17957000,32057000,9016000,20290000,31882000
173115,3647000,7138000,10849000,3566000,7728000,11270000
173124,37026000,58972000,72708000,42484000,62568000,73200000
173142,,,,,,
173160,,,,,,
173179,,,,,,
173203,14213000,30988000,35571000,13382000,32530000,37559000
173258,,,,,,
173300,,,,,,
173328,,,,,,
173416,8843000,32107000,33993000,8575000,34561000,33633000
173452,,,,,,
173461,12857000,31172000,39218000,16298000,40857000,46861000
173470,,,,,,
173489,,,,,,
173559,17714000,32370000,56005000,21882000,40962000,66623000
173629,,,,,,
173638,8612000,14894000,30585000,9737000,18506000,33707000
173647,,,,,,
173665,,,,,,
173683,,,,,,
173708,12588000,29472000,51737000,18088000,40895000,66955000
173726,,,,,,
173735,8693000,20051000,17759000,8351000,20681000,19132000
173744,,,,,,
173799,16079000,40442000,41582000,16262000,43108000,42825000
173805,7158000,8332000,14584000,7246000,8977000,15316000
173887,,,,,,
173896,,,,,,
173902,,,,,,
173911,9254000,12701000,34742000,9654000,15971000,38782000
173920,120427000,187101000,205707000,149460000,200101000,202405000
173939,,,,,,
173957,,,,,,
173966,,,,,,
173984,,,,,,
173993,5341000,8498000,16151000,7048000,12169000,18339000
174020,29984000,57947000,76225000,27396000,56123000,73435000
174066,1526128112,2541181654,2852532176,1673445733,2840848153,2974160939
174075,3335776,41393366,30786000,3399185,47197814,34739157
174118,,,,,,
174127,,,,,,
174136,38903000,94074000,77502000,39218000,98484000,79999000
174154,,,,,,
174190,,,,,,
174206,,,,,,
174233,41135447,353849970,248104525,40436472,347676323,219480492
174251,5930398,66923784,51864775,5254991,80138495,57002919
174279,,,,,,
174321,,,,,,
174358,62113000,89088000,109135000,70444000,98732000,106601000
174376,14920000,46556000,46534000,18588000,55841000,53599000
174385,,,,,,
174394,,,,,,
174428,38457000,54236000,67993000,42264000,60561000,73428000
174437,,,,,,
174473,11844000,31675000,35399000,12267000,33070000,35516000
174482,,,,,,
174491,,,,,,
174507,,,,,,
174525,,,,,,
174534,,,,,,
174570,3035000,6626000,13825000,3303000,8554000,14989000
174604,1213000,3262000,5085000,1428000,3804000,4742000
174738,16365000,66870000,53582000,16130000,67451000,54327000
174747,,,,,,
174756,14665000,42575000,37919000,16864000,47793000,43395000
174765,,,,,,
174783,93644000,163661000,215216000,137919000,174542000,213254000
174792,,,,,,
174817,,,,,,
174844,,,,,,
174862,,,,,,
174899,,,,,,
174914,,,,,,
174932,,,,,,
174978,,,,,,
175005,,,,,,
175014,,,,,,
175041,18472000,46127000,49143000,29666000,49715000,51666000
175078,35338000,65823000,54164000,33357000,67248000,49757000
175120,,,,,,
175139,,,,,,
175157,3079000,5832000,9679000,2562000,7308000,10119000
175227,,,,,,
175236,12993000,28901000,43172000,12137000,32878000,43679000
175263,7847000,14822000,22447000,7464000,15994000,23155000
175272,92287000,150606000,135885000,89826000,157979000,138181000
175281,,,,,,
175315,30371000,54160000,80394000,30932000,56443000,81524000
175342,61392729,130962993,79319507,57088722,134918786,85886296
175421,,,,,,
175430,,,,,,
175494,,,,,,
175519,1580329,37209285,37831681,2626388,40677075,40822093
175528,,,,,,
175573,11533450,37540924,52296594,11841651,36637459,44789543
175591,,,,,,
175607,,,,,,
175616,14028330,92865415,71355946,29915382,98155373,71632470
175643,3790485,20657594,39002368,3548631,24978635,43500665
175652,5791341,46574285,54082030,5646594,54625350,67070396
175698,,,,,,
175722,,,,,,
175786,61241185,132366382,151257314,60063094,135701981,176046357
175810,15207916,36390002,54326799,14990971,37205686,53161237
175829,21321321,79156960,105126896,18493934,85990639,98177215
175856,118367191,180222020,185716409,122140404,198463111,199707369
175883,23637415,68664550,56920721,23698115,71642714,55543229
175935,4702758,34352523,38333219,5037507,37815412,39009237
175980,,,,,,
175999,33802660,61362662,69046363,38575044,61061969,71046892
176008,2830639,42131028,35222932,3709357,44039410,35673785
176017,197939376,722860789,433111973,188612730,797227042,471437336
176026,362936026,688266496,1007097519,335263308,678770064,1021851845
176035,5792109,91082123,44368168,6242733,96199894,47583569
176044,23487171,57071449,64949296,23055712,56787847,64091963
176053,,,,,,
176062,,,,,,
176071,63064034,122026689,97285290,34232296,157399249,137863211
176080,245221358,635367129,616371267,234729423,674692505,611386845
176169,4258912,40145870,39403737,5617201,44355505,38057581
176178,7242464,91268192,72646173,5952184,95309418,73524429
176239,9157040,88841419,68717720,13903298,92525811,54414430
176318,,,,,,
176336,,,,,,
176354,2270385,40253586,24002987,2191308,45214272,26311190
176372,205033460,378963822,318918636,203167962,392942493,327344156
176390,,,,,,
176406,,,,,,
176451,,,,,,
176479,,,,,,
176549,,,,,,
176600,,,,,,
176619,,,,,,
176628,,,,,,
176637,,,,,,
176664,,,,,,
176716,,,,,,
176734,,,293317,,,323262
176770,,,,,,
176789,,,,,,
176798,,,2766922,,,3393396
176910,,,,,,
176938,,,,,,
176947,,,,,,
176965,99672508,176783562,181521814,97335170,188776921,178176827
176983,,,4160587,,,4161045
176992,,,,,,
177038,,,,,,
177056,,,1723283,,,1917452
177065,,,,,,
177083,,,,,,
177092,,,,,,
177117,,,,,,
177126,,,,,,
177135,8347414,37359628,38533102,7451874,52794449,55494258
177144,,,,,,
177153,,,,,,
177162,,,,,,
177214,,,,,,
177250,27201012,33587081,30310061,27266500,33005460,31112130
177278,,,,,,
177287,,,,,,
177302,,,,,,
177339,,,,,,
177418,,,,,,
177427,,,,,,
177436,,,2379869,,,2863723
177472,13129837,21986890,75560444,15760520,26291650,78199588
177542,,,,,,
177551,22558899,38487661,31003707,33711341,37752145,27428503
177579,,,,,,
177588,,,,,,
177603,,,,,,
177676,28564789,36070313,50267525,28436642,39340151,43054413
177685,,,,,,
177719,,,,,,
177746,,,,,,
177807,,,205581,,,267437
177816,,,,,,
177834,,,,,,
177870,,,350250,,,349225
177922,,,,,,
177931,,,,,,
177940,33195880,75479043,55682208,32491956,76379489,56336226
177968,,,,,,
177977,11928098,43100337,34861020,11182641,43335144,20122502
177986,,,,,,
177995,,,,,,
178004,,,,,,
178022,,,,,,
178059,,,,,,
178077,,,,,,
178110,,,,,,
178129,121564911,123314689,145886483,117084299,126710966,146305869
178183,,,,,,
178208,,,,,,
178217,16006074,19525522,35721770,20889466,19633905,36082656
178226,,,,,,
178244,,,,,,
178262,,,,,,
178305,,,,,,
178314,,,,,,
178341,35680417,84234244,75620588,33982294,89234120,71011521
178350,,,,,,
178369,,,,,,
178387,50356286,74883821,85164695,63136531,81882997,74500098
178396,1132787639,2305220075,1881091637,1304767318,2489082061,1958772076
178402,191999342,390424139,357771830,238599857,412434421,364218466
178411,91539588,339992137,188058600,128710831,376680616,202308526
178420,100389251,289881794,221701200,98664539,317685140,226416543
178439,1024080819,355216957,149632109,1416555068,420361200,171894754
178448,3592685,26889424,29604690,4036732,28293268,31663432
178466,,,2380409,,,2201847
178484,,,,,,
178518,,,,,,
178527,,,,,,
178563,,,993519,,,1114233
178606,,,,,,96825
178615,79735798,229065010,109233469,75805117,245532440,113376242
178624,97949115,102142256,106354964,94129092,105128723,102848492
178679,,,,,,
178697,,,,,,
178721,,,,,,
178767,,,,,,
178785,,,,,,
178828,,,556149,,,609813
178891,,,,,,
178989,,,,,,
179043,,,,,,
179052,,,2256566,,,2568506
179070,,,,,,
179159,,,,,,
179195,,,,,,
179201,,,,,,
179229,,,,,,
179238,,,835949,,,764242
179256,,,,,,
179265,,,,,,
179283,59941528,165691083,229872680,,,
179308,,,,55428701,170596917,238166206
179317,,,,,,
179326,,,,,,
179344,1490349,17791754,13387909,4202333,19404235,13996078
179399,,,,,,
179450,,,,,,
179511,,,,,,
179539,2322430,28860369,34023014,3111800,30469913,36691177
179548,,,,,,
179557,129653523,281972995,172465531,186376306,296310266,175644901
179566,128781583,378002837,291184138,158681463,401148470,288409094
179645,8094339,15722405,22545187,11263791,18619532,24075693
179715,5778944,24281324,26512260,7638585,26085545,23113918
179724,,,414054,,,518835
179742,,,291385,,,214820
179812,,,,,,
179867,,,,,,
179894,,,,,,
179919,,,,,,
179946,,,,,,
179955,,,,,,
179964,,,,,,
179991,,,,,,
180054,,,,,,
180063,,,,,,
180081,,,,,,
180090,,,,,,
180106,,,,,,
180151,5902240,8772365,7803796,5988986,9028953,8268139
180160,864992,5829467,6172167,2354155,6665868,6836021
180179,29199803,61244649,67870258,31195101,62409681,69111752
180197,21057780,17719957,35010192,19741233,20345159,37949519
180203,229323,8269670,7673440,521330,8980248,7381764
180212,3065274,9177144,9986672,4205401,11651909,11164197
180249,3487730,23187804,17735708,3918703,23577264,18288064
180258,,,,,,
180276,2555430,13552482,11702216,2930194,17806704,16970336
180328,1073483,18335045,9958804,3317137,20779920,10846891
180373,3159602,5814362,9974395,3476182,5603841,9181383
180391,,,,,,
180416,21198007,52203358,75158257,22746445,54460124,62610519
180461,213516919,220347600,370498934,218731511,233661871,371748904
180489,204929641,178299176,303949997,208096346,186961663,316759844
180522,10377194,15582848,25271314,11266174,17780829,24890664
180595,,,,,,
180647,,,,,,
180692,10390776,10552661,25724715,12554985,14201208,27470038
180771,,,,,,
180814,,,,,,
180832,,,,,,
180878,,,,,,
180902,26951192,51350153,58786797,25782427,59220533,66935221
180948,9415699,36674690,34176356,8640555,37966409,34981108
180957,,,,,,
180984,,,,,,
181002,,,,,,
181020,,,,,,
181093,,,,,,
181127,,,,,,
181136,,,,,,
181145,,,,,,
181190,,,,,,
181215,39851656,129171923,94317451,38866311,132491894,98024860
181242,,,,,,
181297,,,,,,
181303,24627503,105014791,111810334,24527566,114003407,120886106
181312,4614944,23961116,26712370,8818438,26444989,29531468
181330,,,,,,
181376,,,,,,
181394,159097073,202801206,229816991,149540213,217866806,225255756
181400,,,,,,
181419,575736,5373671,3392755,469389,6167382,3704142
181428,96627916,830985657,503601292,93338336,890100904,531283417
181446,,,,,,
181464,439171820,963622573,921655780,435036255,1066271743,953600868
181491,19870061,64779241,48855580,16058020,73154365,51108093
181534,5237755,39151847,21088915,8980564,41891845,25285131
181543,,,,,,
181604,,,,,,
181640,4383597,86132293,100708344,3959539,93452484,102394973
181738,,,,,,
181747,22410274,103262111,52788257,23439972,117860930,34435969
181756,,,,,,
181765,471326,5666491,5981403,1950294,12918274,14312773
181783,13600343,75756801,50328469,17901282,82005328,49447866
181792,,,,,,
181817,14351566,20935287,30723555,13566902,24824748,31215516
181853,,,,,,
181880,,,,,,
181941,,,,,,
182005,15865000,274021000,211713000,13192000,275097000,201838000
182111,,,,,,
182148,,,,,,
182209,,,,,,
182281,307041000,827754000,550286000,299898000,852422000,545659000
182290,328353604,679339240,573486705,364291499,692990319,547675788
182306,3355000,45516000,28216000,3172000,46152000,26961000
182397,,,,,,
182430,,,,,,
182458,,,,,,
182500,11601000,85783000,72718000,10710000,90515000,73977000
182519,6484000,48697000,74090000,6530000,101651000,93381000
182564,3198000,42986000,32850000,1755000,41145000,33360000
182634,,,,,,
182652,,,,,,
182661,,,,,,
182670,,,,,,
182704,,,,,,
182722,,,,,,
182795,,,,,,
182829,,,,,,
182865,,,,,,
182883,,,,,,
182892,,,,,,
182908,,,,,,
182917,,,,,,
182953,,,,,,
182980,,,,,,
182999,,,,,,
183026,,,,,,
183035,,,,,,
183044,376260304,629241490,530641432,375294669,685899227,580888110
183062,113283061,120715988,112710894,109910128,130249358,119846123
183071,1185877,1998887,12980603,1154437,2830434,13314330
183080,104187116,77774987,96441978,100973383,86322925,105223500
183099,5081420,45506180,40322162,5435665,46525591,39977610
183105,537513,10099832,10833822,1529195,9338370,11528523
183114,555123,8647266,11994442,928879,8133940,11300342
183123,630287,13497129,11570882,1275961,13503235,12092516
183132,957968,25887664,18426427,1885469,25548348,19571149
183141,2465446,22840744,24820399,6414722,23476161,17157624
183150,1367996,26355505,15248402,5735840,23166673,16156761
183202,,,,,,
183211,,,,,,
183239,,,,,,
183248,,,,,,
183257,2814924,6451671,13828964,3075645,8299803,15102494
183275,,,,,,
183327,89047540,53432393,20963714,108422561,89388020,49734879
183345,,,,,,
183488,,,,,,
183600,,,,,,
183655,10454796,58626898,55990084,10893714,59137441,55540602
183725,,,,,,
183743,33813271,140608022,116415480,36247078,147165322,123858415
183789,,,,,,
183804,,,,,,
183822,,,,,,
183859,62792846,135049733,140434464,60445917,131594119,119062970
183877,19678097,99926649,58278414,18774094,110905097,68807007
183910,,,,,,
183938,21299057,94674637,109985483,37924132,87299036,106833936
183974,,,,,,
183983,,,2015970,,,888167
184047,,,,,,
184056,,,,,,
184092,,,,,,
